,block,trial,audio,S1,S2,S3,repetition_found
19,1,17,"['jeelow.wav', 'chelad.wav', 'goorshell.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']",Picture7.png,Picture6.png,Picture2.png,-
20,1,18,"['rakken.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']",Picture8.png,Picture2.png,Picture3.png,-
21,1,19,"['limeber.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'rakken.wav', 'barget.wav']",Picture9.png,Picture10.png,Picture8.png,-
22,1,20,"['haagle.wav', 'chelad.wav', 'rakken.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']",Picture10.png,Picture8.png,Picture7.png,-
0,2,1,"['dingep.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']",Picture1.png,Picture5.png,Picture4.png,-
1,2,2,"['bimdah.wav', 'chelad.wav', 'goorshell.wav', 'sumbark.wav', 'haagle.wav', 'barget.wav']",Picture2.png,Picture6.png,Picture10.png,-
2,2,3,"['fisslin.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']",Picture3.png,Picture10.png,Picture1.png,-
3,2,4,"['pakrid.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']",Picture4.png,Picture9.png,Picture2.png,-
4,2,5,"['nellby.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']",Picture5.png,Picture2.png,Picture6.png,-
5,2,6,"['goorshell.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'rakken.wav', 'barget.wav']",Picture6.png,Picture1.png,Picture8.png,-
6,2,6,"['goorshell.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'rakken.wav', 'barget.wav']",Picture6.png,Picture1.png,Picture8.png,0.0
7,2,7,"['jeelow.wav', 'chelad.wav', 'rakken.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']",Picture7.png,Picture8.png,Picture3.png,-
8,2,8,"['rakken.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']",Picture8.png,Picture7.png,Picture5.png,-
9,2,9,"['limeber.wav', 'chelad.wav', 'pakrid.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']",Picture9.png,Picture4.png,Picture7.png,-
10,2,10,"['haagle.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']",Picture10.png,Picture3.png,Picture9.png,-
11,2,11,"['dingep.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']",Picture1.png,Picture5.png,Picture6.png,-
12,2,12,"['bimdah.wav', 'chelad.wav', 'rakken.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']",Picture2.png,Picture8.png,Picture3.png,-
13,2,13,"['fisslin.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'rakken.wav', 'barget.wav']",Picture3.png,Picture9.png,Picture8.png,-
14,2,14,"['pakrid.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']",Picture4.png,Picture7.png,Picture2.png,-
15,2,15,"['nellby.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']",Picture5.png,Picture2.png,Picture9.png,-
16,2,15,"['nellby.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']",Picture5.png,Picture2.png,Picture9.png,1.0
17,2,16,"['goorshell.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']",Picture6.png,Picture10.png,Picture1.png,-
18,2,17,"['jeelow.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']",Picture7.png,Picture3.png,Picture4.png,-
19,2,18,"['rakken.wav', 'chelad.wav', 'pakrid.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']",Picture8.png,Picture4.png,Picture5.png,-
20,2,19,"['limeber.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'haagle.wav', 'barget.wav']",Picture9.png,Picture1.png,Picture10.png,-
21,2,19,"['limeber.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'haagle.wav', 'barget.wav']",Picture9.png,Picture1.png,Picture10.png,1.0
22,2,20,"['haagle.wav', 'chelad.wav', 'goorshell.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']",Picture10.png,Picture6.png,Picture7.png,-
0,3,1,"['dingep.wav', 'chelad.wav', 'rakken.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']",Picture1.png,Picture8.png,Picture3.png,-
1,3,2,"['bimdah.wav', 'chelad.wav', 'goorshell.wav', 'sumbark.wav', 'rakken.wav', 'barget.wav']",Picture2.png,Picture6.png,Picture8.png,-
2,3,2,"['bimdah.wav', 'chelad.wav', 'goorshell.wav', 'sumbark.wav', 'rakken.wav', 'barget.wav']",Picture2.png,Picture6.png,Picture8.png,1.0
3,3,3,"['fisslin.wav', 'chelad.wav', 'pakrid.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']",Picture3.png,Picture4.png,Picture1.png,-
4,3,4,"['pakrid.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'haagle.wav', 'barget.wav']",Picture4.png,Picture2.png,Picture10.png,-
5,3,5,"['nellby.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']",Picture5.png,Picture1.png,Picture2.png,-
6,3,6,"['goorshell.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']",Picture6.png,Picture3.png,Picture4.png,-
7,3,7,"['jeelow.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']",Picture7.png,Picture10.png,Picture9.png,-
8,3,8,"['rakken.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']",Picture8.png,Picture5.png,Picture7.png,-
9,3,9,"['limeber.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']",Picture9.png,Picture7.png,Picture6.png,-
10,3,10,"['haagle.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']",Picture10.png,Picture9.png,Picture5.png,-
11,3,10,"['haagle.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']",Picture10.png,Picture9.png,Picture5.png,1.0
12,3,11,"['dingep.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'haagle.wav', 'barget.wav']",Picture1.png,Picture5.png,Picture10.png,-
13,3,12,"['bimdah.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']",Picture2.png,Picture7.png,Picture1.png,-
14,3,13,"['fisslin.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']",Picture3.png,Picture10.png,Picture9.png,-
15,3,14,"['pakrid.wav', 'chelad.wav', 'goorshell.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']",Picture4.png,Picture6.png,Picture7.png,-
16,3,15,"['nellby.wav', 'chelad.wav', 'pakrid.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']",Picture5.png,Picture4.png,Picture6.png,-
17,3,16,"['goorshell.wav', 'chelad.wav', 'rakken.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']",Picture6.png,Picture8.png,Picture5.png,-
18,3,17,"['jeelow.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']",Picture7.png,Picture1.png,Picture3.png,-
19,3,18,"['rakken.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']",Picture8.png,Picture2.png,Picture4.png,-
20,3,18,"['rakken.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']",Picture8.png,Picture2.png,Picture4.png,1.0
21,3,19,"['limeber.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']",Picture9.png,Picture3.png,Picture2.png,-
22,3,20,"['haagle.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'rakken.wav', 'barget.wav']",Picture10.png,Picture9.png,Picture8.png,-
0,4,1,"['dingep.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']",Picture1.png,Picture7.png,Picture6.png,-
1,4,2,"['bimdah.wav', 'chelad.wav', 'goorshell.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']",Picture2.png,Picture6.png,Picture9.png,-
2,4,3,"['fisslin.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']",Picture3.png,Picture9.png,Picture5.png,-
3,4,4,"['pakrid.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']",Picture4.png,Picture1.png,Picture3.png,-
4,4,5,"['nellby.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']",Picture5.png,Picture10.png,Picture4.png,-
5,4,6,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'rakken.wav', 'barget.wav']",Picture6.png,Picture2.png,Picture8.png,-
6,4,7,"['jeelow.wav', 'chelad.wav', 'rakken.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']",Picture7.png,Picture8.png,Picture2.png,-
7,4,8,"['rakken.wav', 'chelad.wav', 'pakrid.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']",Picture8.png,Picture4.png,Picture1.png,-
8,4,9,"['limeber.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'haagle.wav', 'barget.wav']",Picture9.png,Picture3.png,Picture10.png,-
9,4,9,"['limeber.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'haagle.wav', 'barget.wav']",Picture9.png,Picture3.png,Picture10.png,1.0
10,4,10,"['haagle.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']",Picture10.png,Picture5.png,Picture7.png,-
11,4,11,"['dingep.wav', 'chelad.wav', 'pakrid.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']",Picture1.png,Picture4.png,Picture6.png,-
12,4,12,"['bimdah.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'haagle.wav', 'barget.wav']",Picture2.png,Picture7.png,Picture10.png,-
13,4,13,"['fisslin.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'rakken.wav', 'barget.wav']",Picture3.png,Picture5.png,Picture8.png,-
14,4,14,"['pakrid.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']",Picture4.png,Picture10.png,Picture2.png,-
15,4,14,"['pakrid.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']",Picture4.png,Picture10.png,Picture2.png,1.0
16,4,15,"['nellby.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']",Picture5.png,Picture3.png,Picture1.png,-
17,4,16,"['goorshell.wav', 'chelad.wav', 'rakken.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']",Picture6.png,Picture8.png,Picture7.png,-
18,4,17,"['jeelow.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']",Picture7.png,Picture9.png,Picture3.png,-
19,4,18,"['rakken.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']",Picture8.png,Picture1.png,Picture5.png,-
20,4,19,"['limeber.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']",Picture9.png,Picture2.png,Picture4.png,-
21,4,20,"['haagle.wav', 'chelad.wav', 'goorshell.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']",Picture10.png,Picture6.png,Picture9.png,-
22,4,20,"['haagle.wav', 'chelad.wav', 'goorshell.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']",Picture10.png,Picture6.png,Picture9.png,1.0
