trial,item1,item2,item3,casemarker1,casemarker2,casemarker3,final,condition,audio_sequence,image_sequence
9,jeelow,bimdah,haagle,barget,nellby,dingep,jeelow barget bimdah nellby haagle dingep,isolated-left,"['jeelow.wav', 'barget.wav', 'bimdah.wav', 'nellby.wav', 'haagle.wav', 'dingep.wav']","['Picture7.png', 'Picture10.png', 'Picture9.png']"
10,fisslin,makkot,sumbark,barget,dingep,nellby,fisslin barget makkot dingep sumbark nellby,isolated-left,"['fisslin.wav', 'barget.wav', 'makkot.wav', 'dingep.wav', 'sumbark.wav', 'nellby.wav']","['Picture8.png', 'Picture2.png', 'Picture3.png']"
11,goorshell,makkot,fisslin,barget,nellby,dingep,goorshell barget makkot nellby fisslin dingep,isolated-left,"['goorshell.wav', 'barget.wav', 'makkot.wav', 'nellby.wav', 'fisslin.wav', 'dingep.wav']","['Picture5.png', 'Picture2.png', 'Picture8.png']"
12,fisslin,limeber,rakken,barget,dingep,nellby,fisslin barget limeber dingep rakken nellby,isolated-left,"['fisslin.wav', 'barget.wav', 'limeber.wav', 'dingep.wav', 'rakken.wav', 'nellby.wav']","['Picture8.png', 'Picture4.png', 'Picture6.png']"
13,haagle,rakken,bimdah,barget,dingep,nellby,haagle barget rakken dingep bimdah nellby,isolated-left,"['haagle.wav', 'barget.wav', 'rakken.wav', 'dingep.wav', 'bimdah.wav', 'nellby.wav']","['Picture9.png', 'Picture6.png', 'Picture10.png']"
14,bimdah,haagle,rakken,barget,dingep,nellby,bimdah barget haagle dingep rakken nellby,isolated-left,"['bimdah.wav', 'barget.wav', 'haagle.wav', 'dingep.wav', 'rakken.wav', 'nellby.wav']","['Picture10.png', 'Picture9.png', 'Picture6.png']"
15,bimdah,sumbark,chelad,barget,nellby,dingep,bimdah barget sumbark nellby chelad dingep,isolated-left,"['bimdah.wav', 'barget.wav', 'sumbark.wav', 'nellby.wav', 'chelad.wav', 'dingep.wav']","['Picture10.png', 'Picture3.png', 'Picture1.png']"
16,chelad,bimdah,jeelow,barget,nellby,dingep,chelad barget bimdah nellby jeelow dingep,isolated-left,"['chelad.wav', 'barget.wav', 'bimdah.wav', 'nellby.wav', 'jeelow.wav', 'dingep.wav']","['Picture1.png', 'Picture10.png', 'Picture7.png']"
17,haagle,fisslin,goorshell,barget,nellby,dingep,haagle barget fisslin nellby goorshell dingep,isolated-left,"['haagle.wav', 'barget.wav', 'fisslin.wav', 'nellby.wav', 'goorshell.wav', 'dingep.wav']","['Picture9.png', 'Picture8.png', 'Picture5.png']"
18,bimdah,fisslin,rakken,barget,dingep,nellby,bimdah barget fisslin dingep rakken nellby,isolated-left,"['bimdah.wav', 'barget.wav', 'fisslin.wav', 'dingep.wav', 'rakken.wav', 'nellby.wav']","['Picture10.png', 'Picture8.png', 'Picture6.png']"
19,limeber,rakken,haagle,barget,nellby,dingep,limeber barget rakken nellby haagle dingep,isolated-left,"['limeber.wav', 'barget.wav', 'rakken.wav', 'nellby.wav', 'haagle.wav', 'dingep.wav']","['Picture4.png', 'Picture6.png', 'Picture9.png']"
20,rakken,fisslin,limeber,barget,dingep,nellby,rakken barget fisslin dingep limeber nellby,isolated-left,"['rakken.wav', 'barget.wav', 'fisslin.wav', 'dingep.wav', 'limeber.wav', 'nellby.wav']","['Picture6.png', 'Picture8.png', 'Picture4.png']"
1,rakken,sumbark,haagle,dingep,nellby,barget,rakken dingep sumbark nellby haagle barget,isolated-center,"['rakken.wav', 'dingep.wav', 'sumbark.wav', 'nellby.wav', 'haagle.wav', 'barget.wav']","['Picture6.png', 'Picture3.png', 'Picture9.png']"
2,chelad,makkot,bimdah,dingep,nellby,barget,chelad dingep makkot nellby bimdah barget,isolated-center,"['chelad.wav', 'dingep.wav', 'makkot.wav', 'nellby.wav', 'bimdah.wav', 'barget.wav']","['Picture1.png', 'Picture2.png', 'Picture10.png']"
3,haagle,bimdah,limeber,dingep,nellby,barget,haagle dingep bimdah nellby limeber barget,isolated-center,"['haagle.wav', 'dingep.wav', 'bimdah.wav', 'nellby.wav', 'limeber.wav', 'barget.wav']","['Picture9.png', 'Picture10.png', 'Picture4.png']"
4,makkot,rakken,jeelow,barget,nellby,dingep,makkot barget rakken nellby jeelow dingep,isolated-center,"['makkot.wav', 'barget.wav', 'rakken.wav', 'nellby.wav', 'jeelow.wav', 'dingep.wav']","['Picture2.png', 'Picture6.png', 'Picture7.png']"
5,jeelow,makkot,sumbark,barget,nellby,dingep,jeelow barget makkot nellby sumbark dingep,isolated-center,"['jeelow.wav', 'barget.wav', 'makkot.wav', 'nellby.wav', 'sumbark.wav', 'dingep.wav']","['Picture7.png', 'Picture2.png', 'Picture3.png']"
6,haagle,chelad,fisslin,dingep,nellby,barget,haagle dingep chelad nellby fisslin barget,isolated-center,"['haagle.wav', 'dingep.wav', 'chelad.wav', 'nellby.wav', 'fisslin.wav', 'barget.wav']","['Picture9.png', 'Picture1.png', 'Picture8.png']"
7,chelad,goorshell,haagle,dingep,nellby,barget,chelad dingep goorshell nellby haagle barget,isolated-center,"['chelad.wav', 'dingep.wav', 'goorshell.wav', 'nellby.wav', 'haagle.wav', 'barget.wav']","['Picture1.png', 'Picture5.png', 'Picture9.png']"
8,limeber,haagle,jeelow,barget,nellby,dingep,limeber barget haagle nellby jeelow dingep,isolated-center,"['limeber.wav', 'barget.wav', 'haagle.wav', 'nellby.wav', 'jeelow.wav', 'dingep.wav']","['Picture4.png', 'Picture9.png', 'Picture7.png']"
9,jeelow,bimdah,haagle,barget,nellby,dingep,jeelow barget bimdah nellby haagle dingep,isolated-center,"['jeelow.wav', 'barget.wav', 'bimdah.wav', 'nellby.wav', 'haagle.wav', 'dingep.wav']","['Picture7.png', 'Picture10.png', 'Picture9.png']"
10,fisslin,makkot,sumbark,barget,nellby,dingep,fisslin barget makkot nellby sumbark dingep,isolated-center,"['fisslin.wav', 'barget.wav', 'makkot.wav', 'nellby.wav', 'sumbark.wav', 'dingep.wav']","['Picture8.png', 'Picture2.png', 'Picture3.png']"
11,goorshell,makkot,fisslin,dingep,nellby,barget,goorshell dingep makkot nellby fisslin barget,isolated-center,"['goorshell.wav', 'dingep.wav', 'makkot.wav', 'nellby.wav', 'fisslin.wav', 'barget.wav']","['Picture5.png', 'Picture2.png', 'Picture8.png']"
12,fisslin,limeber,rakken,barget,nellby,dingep,fisslin barget limeber nellby rakken dingep,isolated-center,"['fisslin.wav', 'barget.wav', 'limeber.wav', 'nellby.wav', 'rakken.wav', 'dingep.wav']","['Picture8.png', 'Picture4.png', 'Picture6.png']"
13,haagle,rakken,bimdah,dingep,nellby,barget,haagle dingep rakken nellby bimdah barget,isolated-center,"['haagle.wav', 'dingep.wav', 'rakken.wav', 'nellby.wav', 'bimdah.wav', 'barget.wav']","['Picture9.png', 'Picture6.png', 'Picture10.png']"
14,bimdah,haagle,rakken,dingep,nellby,barget,bimdah dingep haagle nellby rakken barget,isolated-center,"['bimdah.wav', 'dingep.wav', 'haagle.wav', 'nellby.wav', 'rakken.wav', 'barget.wav']","['Picture10.png', 'Picture9.png', 'Picture6.png']"
15,bimdah,sumbark,chelad,barget,nellby,dingep,bimdah barget sumbark nellby chelad dingep,isolated-center,"['bimdah.wav', 'barget.wav', 'sumbark.wav', 'nellby.wav', 'chelad.wav', 'dingep.wav']","['Picture10.png', 'Picture3.png', 'Picture1.png']"
16,chelad,bimdah,jeelow,barget,nellby,dingep,chelad barget bimdah nellby jeelow dingep,isolated-center,"['chelad.wav', 'barget.wav', 'bimdah.wav', 'nellby.wav', 'jeelow.wav', 'dingep.wav']","['Picture1.png', 'Picture10.png', 'Picture7.png']"
17,haagle,fisslin,goorshell,dingep,nellby,barget,haagle dingep fisslin nellby goorshell barget,isolated-center,"['haagle.wav', 'dingep.wav', 'fisslin.wav', 'nellby.wav', 'goorshell.wav', 'barget.wav']","['Picture9.png', 'Picture8.png', 'Picture5.png']"
18,bimdah,fisslin,rakken,barget,nellby,dingep,bimdah barget fisslin nellby rakken dingep,isolated-center,"['bimdah.wav', 'barget.wav', 'fisslin.wav', 'nellby.wav', 'rakken.wav', 'dingep.wav']","['Picture10.png', 'Picture8.png', 'Picture6.png']"
19,limeber,rakken,haagle,dingep,nellby,barget,limeber dingep rakken nellby haagle barget,isolated-center,"['limeber.wav', 'dingep.wav', 'rakken.wav', 'nellby.wav', 'haagle.wav', 'barget.wav']","['Picture4.png', 'Picture6.png', 'Picture9.png']"
20,rakken,fisslin,limeber,barget,nellby,dingep,rakken barget fisslin nellby limeber dingep,isolated-center,"['rakken.wav', 'barget.wav', 'fisslin.wav', 'nellby.wav', 'limeber.wav', 'dingep.wav']","['Picture6.png', 'Picture8.png', 'Picture4.png']"
1,rakken,sumbark,haagle,nellby,barget,dingep,rakken nellby sumbark barget haagle dingep,isolated-right,"['rakken.wav', 'nellby.wav', 'sumbark.wav', 'barget.wav', 'haagle.wav', 'dingep.wav']","['Picture6.png', 'Picture3.png', 'Picture9.png']"
2,chelad,makkot,bimdah,nellby,barget,dingep,chelad nellby makkot barget bimdah dingep,isolated-right,"['chelad.wav', 'nellby.wav', 'makkot.wav', 'barget.wav', 'bimdah.wav', 'dingep.wav']","['Picture1.png', 'Picture2.png', 'Picture10.png']"
3,haagle,bimdah,limeber,nellby,barget,dingep,haagle nellby bimdah barget limeber dingep,isolated-right,"['haagle.wav', 'nellby.wav', 'bimdah.wav', 'barget.wav', 'limeber.wav', 'dingep.wav']","['Picture9.png', 'Picture10.png', 'Picture4.png']"
4,makkot,rakken,jeelow,nellby,barget,dingep,makkot nellby rakken barget jeelow dingep,isolated-right,"['makkot.wav', 'nellby.wav', 'rakken.wav', 'barget.wav', 'jeelow.wav', 'dingep.wav']","['Picture2.png', 'Picture6.png', 'Picture7.png']"
5,jeelow,makkot,sumbark,nellby,barget,dingep,jeelow nellby makkot barget sumbark dingep,isolated-right,"['jeelow.wav', 'nellby.wav', 'makkot.wav', 'barget.wav', 'sumbark.wav', 'dingep.wav']","['Picture7.png', 'Picture2.png', 'Picture3.png']"
6,haagle,chelad,fisslin,barget,nellby,dingep,haagle barget chelad nellby fisslin dingep,isolated-right,"['haagle.wav', 'barget.wav', 'chelad.wav', 'nellby.wav', 'fisslin.wav', 'dingep.wav']","['Picture9.png', 'Picture1.png', 'Picture8.png']"
7,chelad,goorshell,haagle,barget,nellby,dingep,chelad barget goorshell nellby haagle dingep,isolated-right,"['chelad.wav', 'barget.wav', 'goorshell.wav', 'nellby.wav', 'haagle.wav', 'dingep.wav']","['Picture1.png', 'Picture5.png', 'Picture9.png']"
8,limeber,haagle,jeelow,nellby,barget,dingep,limeber nellby haagle barget jeelow dingep,isolated-right,"['limeber.wav', 'nellby.wav', 'haagle.wav', 'barget.wav', 'jeelow.wav', 'dingep.wav']","['Picture4.png', 'Picture9.png', 'Picture7.png']"
9,jeelow,bimdah,haagle,barget,nellby,dingep,jeelow barget bimdah nellby haagle dingep,isolated-right,"['jeelow.wav', 'barget.wav', 'bimdah.wav', 'nellby.wav', 'haagle.wav', 'dingep.wav']","['Picture7.png', 'Picture10.png', 'Picture9.png']"
10,fisslin,makkot,sumbark,barget,nellby,dingep,fisslin barget makkot nellby sumbark dingep,isolated-right,"['fisslin.wav', 'barget.wav', 'makkot.wav', 'nellby.wav', 'sumbark.wav', 'dingep.wav']","['Picture8.png', 'Picture2.png', 'Picture3.png']"
11,goorshell,makkot,fisslin,nellby,barget,dingep,goorshell nellby makkot barget fisslin dingep,isolated-right,"['goorshell.wav', 'nellby.wav', 'makkot.wav', 'barget.wav', 'fisslin.wav', 'dingep.wav']","['Picture5.png', 'Picture2.png', 'Picture8.png']"
12,fisslin,limeber,rakken,nellby,barget,dingep,fisslin nellby limeber barget rakken dingep,isolated-right,"['fisslin.wav', 'nellby.wav', 'limeber.wav', 'barget.wav', 'rakken.wav', 'dingep.wav']","['Picture8.png', 'Picture4.png', 'Picture6.png']"
13,haagle,rakken,bimdah,nellby,barget,dingep,haagle nellby rakken barget bimdah dingep,isolated-right,"['haagle.wav', 'nellby.wav', 'rakken.wav', 'barget.wav', 'bimdah.wav', 'dingep.wav']","['Picture9.png', 'Picture6.png', 'Picture10.png']"
14,bimdah,haagle,rakken,barget,nellby,dingep,bimdah barget haagle nellby rakken dingep,isolated-right,"['bimdah.wav', 'barget.wav', 'haagle.wav', 'nellby.wav', 'rakken.wav', 'dingep.wav']","['Picture10.png', 'Picture9.png', 'Picture6.png']"
15,bimdah,sumbark,chelad,nellby,barget,dingep,bimdah nellby sumbark barget chelad dingep,isolated-right,"['bimdah.wav', 'nellby.wav', 'sumbark.wav', 'barget.wav', 'chelad.wav', 'dingep.wav']","['Picture10.png', 'Picture3.png', 'Picture1.png']"
16,chelad,bimdah,jeelow,barget,nellby,dingep,chelad barget bimdah nellby jeelow dingep,isolated-right,"['chelad.wav', 'barget.wav', 'bimdah.wav', 'nellby.wav', 'jeelow.wav', 'dingep.wav']","['Picture1.png', 'Picture10.png', 'Picture7.png']"
17,haagle,fisslin,goorshell,barget,nellby,dingep,haagle barget fisslin nellby goorshell dingep,isolated-right,"['haagle.wav', 'barget.wav', 'fisslin.wav', 'nellby.wav', 'goorshell.wav', 'dingep.wav']","['Picture9.png', 'Picture8.png', 'Picture5.png']"
18,bimdah,fisslin,rakken,barget,nellby,dingep,bimdah barget fisslin nellby rakken dingep,isolated-right,"['bimdah.wav', 'barget.wav', 'fisslin.wav', 'nellby.wav', 'rakken.wav', 'dingep.wav']","['Picture10.png', 'Picture8.png', 'Picture6.png']"
19,limeber,rakken,haagle,barget,nellby,dingep,limeber barget rakken nellby haagle dingep,isolated-right,"['limeber.wav', 'barget.wav', 'rakken.wav', 'nellby.wav', 'haagle.wav', 'dingep.wav']","['Picture4.png', 'Picture6.png', 'Picture9.png']"
20,rakken,fisslin,limeber,barget,nellby,dingep,rakken barget fisslin nellby limeber dingep,isolated-right,"['rakken.wav', 'barget.wav', 'fisslin.wav', 'nellby.wav', 'limeber.wav', 'dingep.wav']","['Picture6.png', 'Picture8.png', 'Picture4.png']"
1,chelad,sumbark,limeber,makkot,fisslin,bimdah,chelad makkot sumbark fisslin limeber bimdah,correlated,"['chelad.wav', 'makkot.wav', 'sumbark.wav', 'fisslin.wav', 'limeber.wav', 'bimdah.wav']","['Picture8.png', 'Picture7.png', 'Picture6.png']"
2,barget,dingep,nellby,makkot,fisslin,bimdah,barget makkot dingep fisslin nellby bimdah,correlated,"['barget.wav', 'makkot.wav', 'dingep.wav', 'fisslin.wav', 'nellby.wav', 'bimdah.wav']","['Picture4.png', 'Picture10.png', 'Picture5.png']"
3,nellby,chelad,sumbark,makkot,fisslin,bimdah,nellby makkot chelad fisslin sumbark bimdah,correlated,"['nellby.wav', 'makkot.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'bimdah.wav']","['Picture5.png', 'Picture8.png', 'Picture7.png']"
4,rakken,haagle,pakrid,makkot,fisslin,bimdah,rakken makkot haagle fisslin pakrid bimdah,correlated,"['rakken.wav', 'makkot.wav', 'haagle.wav', 'fisslin.wav', 'pakrid.wav', 'bimdah.wav']","['Picture3.png', 'Picture9.png', 'Picture1.png']"
5,chelad,barget,nellby,makkot,fisslin,bimdah,chelad makkot barget fisslin nellby bimdah,correlated,"['chelad.wav', 'makkot.wav', 'barget.wav', 'fisslin.wav', 'nellby.wav', 'bimdah.wav']","['Picture8.png', 'Picture4.png', 'Picture5.png']"
6,chelad,dingep,nellby,makkot,fisslin,bimdah,chelad makkot dingep fisslin nellby bimdah,correlated,"['chelad.wav', 'makkot.wav', 'dingep.wav', 'fisslin.wav', 'nellby.wav', 'bimdah.wav']","['Picture8.png', 'Picture10.png', 'Picture5.png']"
7,sumbark,nellby,limeber,makkot,fisslin,bimdah,sumbark makkot nellby fisslin limeber bimdah,correlated,"['sumbark.wav', 'makkot.wav', 'nellby.wav', 'fisslin.wav', 'limeber.wav', 'bimdah.wav']","['Picture7.png', 'Picture5.png', 'Picture6.png']"
8,chelad,haagle,dingep,makkot,fisslin,bimdah,chelad makkot haagle fisslin dingep bimdah,correlated,"['chelad.wav', 'makkot.wav', 'haagle.wav', 'fisslin.wav', 'dingep.wav', 'bimdah.wav']","['Picture8.png', 'Picture9.png', 'Picture10.png']"
9,chelad,barget,goorshell,makkot,fisslin,bimdah,chelad makkot barget fisslin goorshell bimdah,correlated,"['chelad.wav', 'makkot.wav', 'barget.wav', 'fisslin.wav', 'goorshell.wav', 'bimdah.wav']","['Picture8.png', 'Picture4.png', 'Picture2.png']"
10,sumbark,nellby,chelad,makkot,fisslin,bimdah,sumbark makkot nellby fisslin chelad bimdah,correlated,"['sumbark.wav', 'makkot.wav', 'nellby.wav', 'fisslin.wav', 'chelad.wav', 'bimdah.wav']","['Picture7.png', 'Picture5.png', 'Picture8.png']"
11,chelad,limeber,haagle,makkot,fisslin,bimdah,chelad makkot limeber fisslin haagle bimdah,correlated,"['chelad.wav', 'makkot.wav', 'limeber.wav', 'fisslin.wav', 'haagle.wav', 'bimdah.wav']","['Picture8.png', 'Picture6.png', 'Picture9.png']"
12,rakken,limeber,barget,makkot,fisslin,bimdah,rakken makkot limeber fisslin barget bimdah,correlated,"['rakken.wav', 'makkot.wav', 'limeber.wav', 'fisslin.wav', 'barget.wav', 'bimdah.wav']","['Picture3.png', 'Picture6.png', 'Picture4.png']"
13,dingep,sumbark,chelad,makkot,fisslin,bimdah,dingep makkot sumbark fisslin chelad bimdah,correlated,"['dingep.wav', 'makkot.wav', 'sumbark.wav', 'fisslin.wav', 'chelad.wav', 'bimdah.wav']","['Picture10.png', 'Picture7.png', 'Picture8.png']"
14,limeber,chelad,goorshell,makkot,fisslin,bimdah,limeber makkot chelad fisslin goorshell bimdah,correlated,"['limeber.wav', 'makkot.wav', 'chelad.wav', 'fisslin.wav', 'goorshell.wav', 'bimdah.wav']","['Picture6.png', 'Picture8.png', 'Picture2.png']"
15,nellby,chelad,pakrid,makkot,fisslin,bimdah,nellby makkot chelad fisslin pakrid bimdah,correlated,"['nellby.wav', 'makkot.wav', 'chelad.wav', 'fisslin.wav', 'pakrid.wav', 'bimdah.wav']","['Picture5.png', 'Picture8.png', 'Picture1.png']"
16,limeber,rakken,sumbark,makkot,fisslin,bimdah,limeber makkot rakken fisslin sumbark bimdah,correlated,"['limeber.wav', 'makkot.wav', 'rakken.wav', 'fisslin.wav', 'sumbark.wav', 'bimdah.wav']","['Picture6.png', 'Picture3.png', 'Picture7.png']"
17,sumbark,barget,pakrid,makkot,fisslin,bimdah,sumbark makkot barget fisslin pakrid bimdah,correlated,"['sumbark.wav', 'makkot.wav', 'barget.wav', 'fisslin.wav', 'pakrid.wav', 'bimdah.wav']","['Picture7.png', 'Picture4.png', 'Picture1.png']"
18,sumbark,nellby,barget,makkot,fisslin,bimdah,sumbark makkot nellby fisslin barget bimdah,correlated,"['sumbark.wav', 'makkot.wav', 'nellby.wav', 'fisslin.wav', 'barget.wav', 'bimdah.wav']","['Picture7.png', 'Picture5.png', 'Picture4.png']"
19,pakrid,barget,haagle,makkot,fisslin,bimdah,pakrid makkot barget fisslin haagle bimdah,correlated,"['pakrid.wav', 'makkot.wav', 'barget.wav', 'fisslin.wav', 'haagle.wav', 'bimdah.wav']","['Picture1.png', 'Picture4.png', 'Picture9.png']"
20,rakken,haagle,goorshell,makkot,fisslin,bimdah,rakken makkot haagle fisslin goorshell bimdah,correlated,"['rakken.wav', 'makkot.wav', 'haagle.wav', 'fisslin.wav', 'goorshell.wav', 'bimdah.wav']","['Picture3.png', 'Picture9.png', 'Picture2.png']"
1,chelad,sumbark,limeber,makkot,bimdah,fisslin,chelad makkot sumbark bimdah limeber fisslin,isolated-left,"['chelad.wav', 'makkot.wav', 'sumbark.wav', 'bimdah.wav', 'limeber.wav', 'fisslin.wav']","['Picture8.png', 'Picture7.png', 'Picture6.png']"
2,barget,dingep,nellby,makkot,fisslin,bimdah,barget makkot dingep fisslin nellby bimdah,isolated-left,"['barget.wav', 'makkot.wav', 'dingep.wav', 'fisslin.wav', 'nellby.wav', 'bimdah.wav']","['Picture4.png', 'Picture10.png', 'Picture5.png']"
