trial,item1,item2,item3,casemarker1,casemarker2,casemarker3,final,condition,audio_sequence,image_sequence
23,goorshell,dingep,bimdah,chelad,sumbark,barget,goorshell chelad dingep sumbark bimdah barget,isolated-center,"['goorshell.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture3.png', 'Picture8.png', 'Picture9.png']"
24,goorshell,rakken,limeber,barget,sumbark,chelad,goorshell barget rakken sumbark limeber chelad,isolated-center,"['goorshell.wav', 'barget.wav', 'rakken.wav', 'sumbark.wav', 'limeber.wav', 'chelad.wav']","['Picture3.png', 'Picture6.png', 'Picture7.png']"
25,goorshell,bimdah,jeelow,barget,sumbark,chelad,goorshell barget bimdah sumbark jeelow chelad,isolated-center,"['goorshell.wav', 'barget.wav', 'bimdah.wav', 'sumbark.wav', 'jeelow.wav', 'chelad.wav']","['Picture3.png', 'Picture9.png', 'Picture2.png']"
26,pakrid,limeber,bimdah,chelad,sumbark,barget,pakrid chelad limeber sumbark bimdah barget,isolated-center,"['pakrid.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture5.png', 'Picture7.png', 'Picture9.png']"
27,fisslin,nellby,bimdah,barget,sumbark,chelad,fisslin barget nellby sumbark bimdah chelad,isolated-center,"['fisslin.wav', 'barget.wav', 'nellby.wav', 'sumbark.wav', 'bimdah.wav', 'chelad.wav']","['Picture10.png', 'Picture1.png', 'Picture9.png']"
28,bimdah,fisslin,pakrid,chelad,sumbark,barget,bimdah chelad fisslin sumbark pakrid barget,isolated-center,"['bimdah.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture9.png', 'Picture10.png', 'Picture5.png']"
29,haagle,nellby,jeelow,barget,sumbark,chelad,haagle barget nellby sumbark jeelow chelad,isolated-center,"['haagle.wav', 'barget.wav', 'nellby.wav', 'sumbark.wav', 'jeelow.wav', 'chelad.wav']","['Picture4.png', 'Picture1.png', 'Picture2.png']"
30,rakken,limeber,dingep,barget,sumbark,chelad,rakken barget limeber sumbark dingep chelad,isolated-center,"['rakken.wav', 'barget.wav', 'limeber.wav', 'sumbark.wav', 'dingep.wav', 'chelad.wav']","['Picture6.png', 'Picture7.png', 'Picture8.png']"
31,jeelow,dingep,limeber,chelad,sumbark,barget,jeelow chelad dingep sumbark limeber barget,isolated-center,"['jeelow.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']","['Picture2.png', 'Picture8.png', 'Picture7.png']"
32,bimdah,nellby,fisslin,chelad,sumbark,barget,bimdah chelad nellby sumbark fisslin barget,isolated-center,"['bimdah.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']","['Picture9.png', 'Picture1.png', 'Picture10.png']"
33,rakken,nellby,limeber,barget,sumbark,chelad,rakken barget nellby sumbark limeber chelad,isolated-center,"['rakken.wav', 'barget.wav', 'nellby.wav', 'sumbark.wav', 'limeber.wav', 'chelad.wav']","['Picture6.png', 'Picture1.png', 'Picture7.png']"
34,limeber,dingep,goorshell,barget,sumbark,chelad,limeber barget dingep sumbark goorshell chelad,isolated-center,"['limeber.wav', 'barget.wav', 'dingep.wav', 'sumbark.wav', 'goorshell.wav', 'chelad.wav']","['Picture7.png', 'Picture8.png', 'Picture3.png']"
35,nellby,rakken,goorshell,barget,sumbark,chelad,nellby barget rakken sumbark goorshell chelad,isolated-center,"['nellby.wav', 'barget.wav', 'rakken.wav', 'sumbark.wav', 'goorshell.wav', 'chelad.wav']","['Picture1.png', 'Picture6.png', 'Picture3.png']"
36,rakken,limeber,haagle,chelad,sumbark,barget,rakken chelad limeber sumbark haagle barget,isolated-center,"['rakken.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'haagle.wav', 'barget.wav']","['Picture6.png', 'Picture7.png', 'Picture4.png']"
37,pakrid,haagle,jeelow,chelad,sumbark,barget,pakrid chelad haagle sumbark jeelow barget,isolated-center,"['pakrid.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture5.png', 'Picture4.png', 'Picture2.png']"
38,fisslin,pakrid,goorshell,chelad,sumbark,barget,fisslin chelad pakrid sumbark goorshell barget,isolated-center,"['fisslin.wav', 'chelad.wav', 'pakrid.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']","['Picture10.png', 'Picture5.png', 'Picture3.png']"
39,rakken,jeelow,goorshell,chelad,sumbark,barget,rakken chelad jeelow sumbark goorshell barget,isolated-center,"['rakken.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']","['Picture6.png', 'Picture2.png', 'Picture3.png']"
40,goorshell,bimdah,fisslin,chelad,sumbark,barget,goorshell chelad bimdah sumbark fisslin barget,isolated-center,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']","['Picture3.png', 'Picture9.png', 'Picture10.png']"
41,nellby,jeelow,bimdah,barget,sumbark,chelad,nellby barget jeelow sumbark bimdah chelad,isolated-center,"['nellby.wav', 'barget.wav', 'jeelow.wav', 'sumbark.wav', 'bimdah.wav', 'chelad.wav']","['Picture1.png', 'Picture2.png', 'Picture9.png']"
42,haagle,pakrid,dingep,chelad,sumbark,barget,haagle chelad pakrid sumbark dingep barget,isolated-center,"['haagle.wav', 'chelad.wav', 'pakrid.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']","['Picture4.png', 'Picture5.png', 'Picture8.png']"
43,rakken,dingep,nellby,barget,sumbark,chelad,rakken barget dingep sumbark nellby chelad,isolated-center,"['rakken.wav', 'barget.wav', 'dingep.wav', 'sumbark.wav', 'nellby.wav', 'chelad.wav']","['Picture6.png', 'Picture8.png', 'Picture1.png']"
44,pakrid,limeber,dingep,barget,sumbark,chelad,pakrid barget limeber sumbark dingep chelad,isolated-center,"['pakrid.wav', 'barget.wav', 'limeber.wav', 'sumbark.wav', 'dingep.wav', 'chelad.wav']","['Picture5.png', 'Picture7.png', 'Picture8.png']"
45,bimdah,dingep,pakrid,chelad,sumbark,barget,bimdah chelad dingep sumbark pakrid barget,isolated-center,"['bimdah.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture9.png', 'Picture8.png', 'Picture5.png']"
46,goorshell,jeelow,fisslin,barget,sumbark,chelad,goorshell barget jeelow sumbark fisslin chelad,isolated-center,"['goorshell.wav', 'barget.wav', 'jeelow.wav', 'sumbark.wav', 'fisslin.wav', 'chelad.wav']","['Picture3.png', 'Picture2.png', 'Picture10.png']"
47,nellby,fisslin,dingep,chelad,sumbark,barget,nellby chelad fisslin sumbark dingep barget,isolated-center,"['nellby.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']","['Picture1.png', 'Picture10.png', 'Picture8.png']"
48,pakrid,goorshell,rakken,barget,sumbark,chelad,pakrid barget goorshell sumbark rakken chelad,isolated-center,"['pakrid.wav', 'barget.wav', 'goorshell.wav', 'sumbark.wav', 'rakken.wav', 'chelad.wav']","['Picture5.png', 'Picture3.png', 'Picture6.png']"
49,haagle,bimdah,nellby,chelad,sumbark,barget,haagle chelad bimdah sumbark nellby barget,isolated-center,"['haagle.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']","['Picture4.png', 'Picture9.png', 'Picture1.png']"
50,jeelow,nellby,rakken,barget,sumbark,chelad,jeelow barget nellby sumbark rakken chelad,isolated-center,"['jeelow.wav', 'barget.wav', 'nellby.wav', 'sumbark.wav', 'rakken.wav', 'chelad.wav']","['Picture2.png', 'Picture1.png', 'Picture6.png']"
51,limeber,bimdah,fisslin,barget,sumbark,chelad,limeber barget bimdah sumbark fisslin chelad,isolated-center,"['limeber.wav', 'barget.wav', 'bimdah.wav', 'sumbark.wav', 'fisslin.wav', 'chelad.wav']","['Picture7.png', 'Picture9.png', 'Picture10.png']"
52,limeber,nellby,goorshell,chelad,sumbark,barget,limeber chelad nellby sumbark goorshell barget,isolated-center,"['limeber.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']","['Picture7.png', 'Picture1.png', 'Picture3.png']"
53,jeelow,dingep,goorshell,chelad,sumbark,barget,jeelow chelad dingep sumbark goorshell barget,isolated-center,"['jeelow.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']","['Picture2.png', 'Picture8.png', 'Picture3.png']"
54,bimdah,limeber,haagle,barget,sumbark,chelad,bimdah barget limeber sumbark haagle chelad,isolated-center,"['bimdah.wav', 'barget.wav', 'limeber.wav', 'sumbark.wav', 'haagle.wav', 'chelad.wav']","['Picture9.png', 'Picture7.png', 'Picture4.png']"
55,jeelow,fisslin,pakrid,barget,sumbark,chelad,jeelow barget fisslin sumbark pakrid chelad,isolated-center,"['jeelow.wav', 'barget.wav', 'fisslin.wav', 'sumbark.wav', 'pakrid.wav', 'chelad.wav']","['Picture2.png', 'Picture10.png', 'Picture5.png']"
56,pakrid,fisslin,nellby,barget,sumbark,chelad,pakrid barget fisslin sumbark nellby chelad,isolated-center,"['pakrid.wav', 'barget.wav', 'fisslin.wav', 'sumbark.wav', 'nellby.wav', 'chelad.wav']","['Picture5.png', 'Picture10.png', 'Picture1.png']"
57,bimdah,jeelow,nellby,chelad,sumbark,barget,bimdah chelad jeelow sumbark nellby barget,isolated-center,"['bimdah.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']","['Picture9.png', 'Picture2.png', 'Picture1.png']"
58,pakrid,dingep,limeber,chelad,sumbark,barget,pakrid chelad dingep sumbark limeber barget,isolated-center,"['pakrid.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']","['Picture5.png', 'Picture8.png', 'Picture7.png']"
59,pakrid,fisslin,dingep,barget,sumbark,chelad,pakrid barget fisslin sumbark dingep chelad,isolated-center,"['pakrid.wav', 'barget.wav', 'fisslin.wav', 'sumbark.wav', 'dingep.wav', 'chelad.wav']","['Picture5.png', 'Picture10.png', 'Picture8.png']"
60,rakken,goorshell,nellby,chelad,sumbark,barget,rakken chelad goorshell sumbark nellby barget,isolated-center,"['rakken.wav', 'chelad.wav', 'goorshell.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']","['Picture6.png', 'Picture3.png', 'Picture1.png']"
61,goorshell,bimdah,pakrid,chelad,sumbark,barget,goorshell chelad bimdah sumbark pakrid barget,isolated-center,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture3.png', 'Picture9.png', 'Picture5.png']"
62,rakken,nellby,pakrid,barget,sumbark,chelad,rakken barget nellby sumbark pakrid chelad,isolated-center,"['rakken.wav', 'barget.wav', 'nellby.wav', 'sumbark.wav', 'pakrid.wav', 'chelad.wav']","['Picture6.png', 'Picture1.png', 'Picture5.png']"
63,pakrid,nellby,bimdah,chelad,sumbark,barget,pakrid chelad nellby sumbark bimdah barget,isolated-center,"['pakrid.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture5.png', 'Picture1.png', 'Picture9.png']"
64,rakken,limeber,jeelow,chelad,sumbark,barget,rakken chelad limeber sumbark jeelow barget,isolated-center,"['rakken.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture6.png', 'Picture7.png', 'Picture2.png']"
65,dingep,rakken,jeelow,barget,sumbark,chelad,dingep barget rakken sumbark jeelow chelad,isolated-center,"['dingep.wav', 'barget.wav', 'rakken.wav', 'sumbark.wav', 'jeelow.wav', 'chelad.wav']","['Picture8.png', 'Picture6.png', 'Picture2.png']"
66,jeelow,bimdah,nellby,chelad,sumbark,barget,jeelow chelad bimdah sumbark nellby barget,isolated-center,"['jeelow.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']","['Picture2.png', 'Picture9.png', 'Picture1.png']"
67,jeelow,limeber,fisslin,chelad,sumbark,barget,jeelow chelad limeber sumbark fisslin barget,isolated-center,"['jeelow.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']","['Picture2.png', 'Picture7.png', 'Picture10.png']"
68,goorshell,bimdah,nellby,barget,sumbark,chelad,goorshell barget bimdah sumbark nellby chelad,isolated-center,"['goorshell.wav', 'barget.wav', 'bimdah.wav', 'sumbark.wav', 'nellby.wav', 'chelad.wav']","['Picture3.png', 'Picture9.png', 'Picture1.png']"
69,haagle,dingep,pakrid,chelad,sumbark,barget,haagle chelad dingep sumbark pakrid barget,isolated-center,"['haagle.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture4.png', 'Picture8.png', 'Picture5.png']"
70,jeelow,bimdah,rakken,chelad,sumbark,barget,jeelow chelad bimdah sumbark rakken barget,isolated-center,"['jeelow.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'rakken.wav', 'barget.wav']","['Picture2.png', 'Picture9.png', 'Picture6.png']"
71,fisslin,limeber,pakrid,chelad,sumbark,barget,fisslin chelad limeber sumbark pakrid barget,isolated-center,"['fisslin.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture10.png', 'Picture7.png', 'Picture5.png']"
72,haagle,dingep,jeelow,barget,sumbark,chelad,haagle barget dingep sumbark jeelow chelad,isolated-center,"['haagle.wav', 'barget.wav', 'dingep.wav', 'sumbark.wav', 'jeelow.wav', 'chelad.wav']","['Picture4.png', 'Picture8.png', 'Picture2.png']"
73,goorshell,bimdah,dingep,chelad,sumbark,barget,goorshell chelad bimdah sumbark dingep barget,isolated-center,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']","['Picture3.png', 'Picture9.png', 'Picture8.png']"
74,fisslin,haagle,jeelow,barget,sumbark,chelad,fisslin barget haagle sumbark jeelow chelad,isolated-center,"['fisslin.wav', 'barget.wav', 'haagle.wav', 'sumbark.wav', 'jeelow.wav', 'chelad.wav']","['Picture10.png', 'Picture4.png', 'Picture2.png']"
75,limeber,pakrid,nellby,barget,sumbark,chelad,limeber barget pakrid sumbark nellby chelad,isolated-center,"['limeber.wav', 'barget.wav', 'pakrid.wav', 'sumbark.wav', 'nellby.wav', 'chelad.wav']","['Picture7.png', 'Picture5.png', 'Picture1.png']"
76,pakrid,rakken,dingep,chelad,sumbark,barget,pakrid chelad rakken sumbark dingep barget,isolated-center,"['pakrid.wav', 'chelad.wav', 'rakken.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']","['Picture5.png', 'Picture6.png', 'Picture8.png']"
77,limeber,jeelow,pakrid,chelad,sumbark,barget,limeber chelad jeelow sumbark pakrid barget,isolated-center,"['limeber.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture7.png', 'Picture2.png', 'Picture5.png']"
78,fisslin,limeber,goorshell,chelad,sumbark,barget,fisslin chelad limeber sumbark goorshell barget,isolated-center,"['fisslin.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']","['Picture10.png', 'Picture7.png', 'Picture3.png']"
79,fisslin,rakken,goorshell,barget,sumbark,chelad,fisslin barget rakken sumbark goorshell chelad,isolated-center,"['fisslin.wav', 'barget.wav', 'rakken.wav', 'sumbark.wav', 'goorshell.wav', 'chelad.wav']","['Picture10.png', 'Picture6.png', 'Picture3.png']"
80,rakken,haagle,goorshell,barget,sumbark,chelad,rakken barget haagle sumbark goorshell chelad,isolated-center,"['rakken.wav', 'barget.wav', 'haagle.wav', 'sumbark.wav', 'goorshell.wav', 'chelad.wav']","['Picture6.png', 'Picture4.png', 'Picture3.png']"
