trial,item1,item2,item3,casemarker1,casemarker2,casemarker3,final,condition,audio_sequence,image_sequence
22,dingep,fisslin,limeber,chelad,sumbark,barget,dingep chelad fisslin sumbark limeber barget,correlated,"['dingep.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']","['Picture8.png', 'Picture10.png', 'Picture7.png']"
23,goorshell,dingep,bimdah,chelad,sumbark,barget,goorshell chelad dingep sumbark bimdah barget,correlated,"['goorshell.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture3.png', 'Picture8.png', 'Picture9.png']"
24,goorshell,rakken,limeber,chelad,sumbark,barget,goorshell chelad rakken sumbark limeber barget,correlated,"['goorshell.wav', 'chelad.wav', 'rakken.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']","['Picture3.png', 'Picture6.png', 'Picture7.png']"
25,goorshell,bimdah,jeelow,chelad,sumbark,barget,goorshell chelad bimdah sumbark jeelow barget,correlated,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture3.png', 'Picture9.png', 'Picture2.png']"
26,pakrid,limeber,bimdah,chelad,sumbark,barget,pakrid chelad limeber sumbark bimdah barget,correlated,"['pakrid.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture5.png', 'Picture7.png', 'Picture9.png']"
27,fisslin,nellby,bimdah,chelad,sumbark,barget,fisslin chelad nellby sumbark bimdah barget,correlated,"['fisslin.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture10.png', 'Picture1.png', 'Picture9.png']"
28,bimdah,fisslin,pakrid,chelad,sumbark,barget,bimdah chelad fisslin sumbark pakrid barget,correlated,"['bimdah.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture9.png', 'Picture10.png', 'Picture5.png']"
29,haagle,nellby,jeelow,chelad,sumbark,barget,haagle chelad nellby sumbark jeelow barget,correlated,"['haagle.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture4.png', 'Picture1.png', 'Picture2.png']"
30,rakken,limeber,dingep,chelad,sumbark,barget,rakken chelad limeber sumbark dingep barget,correlated,"['rakken.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']","['Picture6.png', 'Picture7.png', 'Picture8.png']"
31,jeelow,dingep,limeber,chelad,sumbark,barget,jeelow chelad dingep sumbark limeber barget,correlated,"['jeelow.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']","['Picture2.png', 'Picture8.png', 'Picture7.png']"
32,bimdah,nellby,fisslin,chelad,sumbark,barget,bimdah chelad nellby sumbark fisslin barget,correlated,"['bimdah.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']","['Picture9.png', 'Picture1.png', 'Picture10.png']"
33,rakken,nellby,limeber,chelad,sumbark,barget,rakken chelad nellby sumbark limeber barget,correlated,"['rakken.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']","['Picture6.png', 'Picture1.png', 'Picture7.png']"
34,limeber,dingep,goorshell,chelad,sumbark,barget,limeber chelad dingep sumbark goorshell barget,correlated,"['limeber.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']","['Picture7.png', 'Picture8.png', 'Picture3.png']"
35,nellby,rakken,goorshell,chelad,sumbark,barget,nellby chelad rakken sumbark goorshell barget,correlated,"['nellby.wav', 'chelad.wav', 'rakken.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']","['Picture1.png', 'Picture6.png', 'Picture3.png']"
36,rakken,limeber,haagle,chelad,sumbark,barget,rakken chelad limeber sumbark haagle barget,correlated,"['rakken.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'haagle.wav', 'barget.wav']","['Picture6.png', 'Picture7.png', 'Picture4.png']"
37,pakrid,haagle,jeelow,chelad,sumbark,barget,pakrid chelad haagle sumbark jeelow barget,correlated,"['pakrid.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture5.png', 'Picture4.png', 'Picture2.png']"
38,fisslin,pakrid,goorshell,chelad,sumbark,barget,fisslin chelad pakrid sumbark goorshell barget,correlated,"['fisslin.wav', 'chelad.wav', 'pakrid.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']","['Picture10.png', 'Picture5.png', 'Picture3.png']"
39,rakken,jeelow,goorshell,chelad,sumbark,barget,rakken chelad jeelow sumbark goorshell barget,correlated,"['rakken.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']","['Picture6.png', 'Picture2.png', 'Picture3.png']"
40,goorshell,bimdah,fisslin,chelad,sumbark,barget,goorshell chelad bimdah sumbark fisslin barget,correlated,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']","['Picture3.png', 'Picture9.png', 'Picture10.png']"
41,nellby,jeelow,bimdah,chelad,sumbark,barget,nellby chelad jeelow sumbark bimdah barget,correlated,"['nellby.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture1.png', 'Picture2.png', 'Picture9.png']"
42,haagle,pakrid,dingep,chelad,sumbark,barget,haagle chelad pakrid sumbark dingep barget,correlated,"['haagle.wav', 'chelad.wav', 'pakrid.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']","['Picture4.png', 'Picture5.png', 'Picture8.png']"
43,rakken,dingep,nellby,chelad,sumbark,barget,rakken chelad dingep sumbark nellby barget,correlated,"['rakken.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']","['Picture6.png', 'Picture8.png', 'Picture1.png']"
44,pakrid,limeber,dingep,chelad,sumbark,barget,pakrid chelad limeber sumbark dingep barget,correlated,"['pakrid.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']","['Picture5.png', 'Picture7.png', 'Picture8.png']"
45,bimdah,dingep,pakrid,chelad,sumbark,barget,bimdah chelad dingep sumbark pakrid barget,correlated,"['bimdah.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture9.png', 'Picture8.png', 'Picture5.png']"
46,goorshell,jeelow,fisslin,chelad,sumbark,barget,goorshell chelad jeelow sumbark fisslin barget,correlated,"['goorshell.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']","['Picture3.png', 'Picture2.png', 'Picture10.png']"
47,nellby,fisslin,dingep,chelad,sumbark,barget,nellby chelad fisslin sumbark dingep barget,correlated,"['nellby.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']","['Picture1.png', 'Picture10.png', 'Picture8.png']"
48,pakrid,goorshell,rakken,chelad,sumbark,barget,pakrid chelad goorshell sumbark rakken barget,correlated,"['pakrid.wav', 'chelad.wav', 'goorshell.wav', 'sumbark.wav', 'rakken.wav', 'barget.wav']","['Picture5.png', 'Picture3.png', 'Picture6.png']"
49,haagle,bimdah,nellby,chelad,sumbark,barget,haagle chelad bimdah sumbark nellby barget,correlated,"['haagle.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']","['Picture4.png', 'Picture9.png', 'Picture1.png']"
50,jeelow,nellby,rakken,chelad,sumbark,barget,jeelow chelad nellby sumbark rakken barget,correlated,"['jeelow.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'rakken.wav', 'barget.wav']","['Picture2.png', 'Picture1.png', 'Picture6.png']"
51,limeber,bimdah,fisslin,chelad,sumbark,barget,limeber chelad bimdah sumbark fisslin barget,correlated,"['limeber.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']","['Picture7.png', 'Picture9.png', 'Picture10.png']"
52,limeber,nellby,goorshell,chelad,sumbark,barget,limeber chelad nellby sumbark goorshell barget,correlated,"['limeber.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']","['Picture7.png', 'Picture1.png', 'Picture3.png']"
53,jeelow,dingep,goorshell,chelad,sumbark,barget,jeelow chelad dingep sumbark goorshell barget,correlated,"['jeelow.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']","['Picture2.png', 'Picture8.png', 'Picture3.png']"
54,bimdah,limeber,haagle,chelad,sumbark,barget,bimdah chelad limeber sumbark haagle barget,correlated,"['bimdah.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'haagle.wav', 'barget.wav']","['Picture9.png', 'Picture7.png', 'Picture4.png']"
55,jeelow,fisslin,pakrid,chelad,sumbark,barget,jeelow chelad fisslin sumbark pakrid barget,correlated,"['jeelow.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture2.png', 'Picture10.png', 'Picture5.png']"
56,pakrid,fisslin,nellby,chelad,sumbark,barget,pakrid chelad fisslin sumbark nellby barget,correlated,"['pakrid.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']","['Picture5.png', 'Picture10.png', 'Picture1.png']"
57,bimdah,jeelow,nellby,chelad,sumbark,barget,bimdah chelad jeelow sumbark nellby barget,correlated,"['bimdah.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']","['Picture9.png', 'Picture2.png', 'Picture1.png']"
58,pakrid,dingep,limeber,chelad,sumbark,barget,pakrid chelad dingep sumbark limeber barget,correlated,"['pakrid.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']","['Picture5.png', 'Picture8.png', 'Picture7.png']"
59,pakrid,fisslin,dingep,chelad,sumbark,barget,pakrid chelad fisslin sumbark dingep barget,correlated,"['pakrid.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']","['Picture5.png', 'Picture10.png', 'Picture8.png']"
60,rakken,goorshell,nellby,chelad,sumbark,barget,rakken chelad goorshell sumbark nellby barget,correlated,"['rakken.wav', 'chelad.wav', 'goorshell.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']","['Picture6.png', 'Picture3.png', 'Picture1.png']"
61,goorshell,bimdah,pakrid,chelad,sumbark,barget,goorshell chelad bimdah sumbark pakrid barget,correlated,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture3.png', 'Picture9.png', 'Picture5.png']"
62,rakken,nellby,pakrid,chelad,sumbark,barget,rakken chelad nellby sumbark pakrid barget,correlated,"['rakken.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture6.png', 'Picture1.png', 'Picture5.png']"
63,pakrid,nellby,bimdah,chelad,sumbark,barget,pakrid chelad nellby sumbark bimdah barget,correlated,"['pakrid.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture5.png', 'Picture1.png', 'Picture9.png']"
64,rakken,limeber,jeelow,chelad,sumbark,barget,rakken chelad limeber sumbark jeelow barget,correlated,"['rakken.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture6.png', 'Picture7.png', 'Picture2.png']"
65,dingep,rakken,jeelow,chelad,sumbark,barget,dingep chelad rakken sumbark jeelow barget,correlated,"['dingep.wav', 'chelad.wav', 'rakken.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture8.png', 'Picture6.png', 'Picture2.png']"
66,jeelow,bimdah,nellby,chelad,sumbark,barget,jeelow chelad bimdah sumbark nellby barget,correlated,"['jeelow.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']","['Picture2.png', 'Picture9.png', 'Picture1.png']"
67,jeelow,limeber,fisslin,chelad,sumbark,barget,jeelow chelad limeber sumbark fisslin barget,correlated,"['jeelow.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']","['Picture2.png', 'Picture7.png', 'Picture10.png']"
68,goorshell,bimdah,nellby,chelad,sumbark,barget,goorshell chelad bimdah sumbark nellby barget,correlated,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']","['Picture3.png', 'Picture9.png', 'Picture1.png']"
69,haagle,dingep,pakrid,chelad,sumbark,barget,haagle chelad dingep sumbark pakrid barget,correlated,"['haagle.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture4.png', 'Picture8.png', 'Picture5.png']"
70,jeelow,bimdah,rakken,chelad,sumbark,barget,jeelow chelad bimdah sumbark rakken barget,correlated,"['jeelow.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'rakken.wav', 'barget.wav']","['Picture2.png', 'Picture9.png', 'Picture6.png']"
71,fisslin,limeber,pakrid,chelad,sumbark,barget,fisslin chelad limeber sumbark pakrid barget,correlated,"['fisslin.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture10.png', 'Picture7.png', 'Picture5.png']"
72,haagle,dingep,jeelow,chelad,sumbark,barget,haagle chelad dingep sumbark jeelow barget,correlated,"['haagle.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture4.png', 'Picture8.png', 'Picture2.png']"
73,goorshell,bimdah,dingep,chelad,sumbark,barget,goorshell chelad bimdah sumbark dingep barget,correlated,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']","['Picture3.png', 'Picture9.png', 'Picture8.png']"
74,fisslin,haagle,jeelow,chelad,sumbark,barget,fisslin chelad haagle sumbark jeelow barget,correlated,"['fisslin.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture10.png', 'Picture4.png', 'Picture2.png']"
75,limeber,pakrid,nellby,chelad,sumbark,barget,limeber chelad pakrid sumbark nellby barget,correlated,"['limeber.wav', 'chelad.wav', 'pakrid.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']","['Picture7.png', 'Picture5.png', 'Picture1.png']"
76,pakrid,rakken,dingep,chelad,sumbark,barget,pakrid chelad rakken sumbark dingep barget,correlated,"['pakrid.wav', 'chelad.wav', 'rakken.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']","['Picture5.png', 'Picture6.png', 'Picture8.png']"
77,limeber,jeelow,pakrid,chelad,sumbark,barget,limeber chelad jeelow sumbark pakrid barget,correlated,"['limeber.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture7.png', 'Picture2.png', 'Picture5.png']"
78,fisslin,limeber,goorshell,chelad,sumbark,barget,fisslin chelad limeber sumbark goorshell barget,correlated,"['fisslin.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']","['Picture10.png', 'Picture7.png', 'Picture3.png']"
79,fisslin,rakken,goorshell,chelad,sumbark,barget,fisslin chelad rakken sumbark goorshell barget,correlated,"['fisslin.wav', 'chelad.wav', 'rakken.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']","['Picture10.png', 'Picture6.png', 'Picture3.png']"
80,rakken,haagle,goorshell,chelad,sumbark,barget,rakken chelad haagle sumbark goorshell barget,correlated,"['rakken.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']","['Picture6.png', 'Picture4.png', 'Picture3.png']"
