trial,item1,item2,item3,casemarker1,casemarker2,casemarker3,final,condition,audio_sequence,image_sequence
9,fisslin,chelad,dingep,jeelow,goorshell,pakrid,fisslin jeelow chelad goorshell dingep pakrid,isolated-left,"['fisslin.wav', 'jeelow.wav', 'chelad.wav', 'goorshell.wav', 'dingep.wav', 'pakrid.wav']","['Picture1.png', 'Picture6.png', 'Picture9.png']"
10,haagle,barget,bimdah,jeelow,pakrid,goorshell,haagle jeelow barget pakrid bimdah goorshell,isolated-left,"['haagle.wav', 'jeelow.wav', 'barget.wav', 'pakrid.wav', 'bimdah.wav', 'goorshell.wav']","['Picture10.png', 'Picture8.png', 'Picture2.png']"
11,makkot,bimdah,dingep,jeelow,goorshell,pakrid,makkot jeelow bimdah goorshell dingep pakrid,isolated-left,"['makkot.wav', 'jeelow.wav', 'bimdah.wav', 'goorshell.wav', 'dingep.wav', 'pakrid.wav']","['Picture7.png', 'Picture2.png', 'Picture9.png']"
12,limeber,fisslin,nellby,jeelow,pakrid,goorshell,limeber jeelow fisslin pakrid nellby goorshell,isolated-left,"['limeber.wav', 'jeelow.wav', 'fisslin.wav', 'pakrid.wav', 'nellby.wav', 'goorshell.wav']","['Picture3.png', 'Picture1.png', 'Picture4.png']"
13,fisslin,barget,chelad,jeelow,pakrid,goorshell,fisslin jeelow barget pakrid chelad goorshell,isolated-left,"['fisslin.wav', 'jeelow.wav', 'barget.wav', 'pakrid.wav', 'chelad.wav', 'goorshell.wav']","['Picture1.png', 'Picture8.png', 'Picture6.png']"
14,rakken,nellby,fisslin,jeelow,goorshell,pakrid,rakken jeelow nellby goorshell fisslin pakrid,isolated-left,"['rakken.wav', 'jeelow.wav', 'nellby.wav', 'goorshell.wav', 'fisslin.wav', 'pakrid.wav']","['Picture5.png', 'Picture4.png', 'Picture1.png']"
15,rakken,limeber,dingep,jeelow,goorshell,pakrid,rakken jeelow limeber goorshell dingep pakrid,isolated-left,"['rakken.wav', 'jeelow.wav', 'limeber.wav', 'goorshell.wav', 'dingep.wav', 'pakrid.wav']","['Picture5.png', 'Picture3.png', 'Picture9.png']"
16,haagle,dingep,fisslin,jeelow,pakrid,goorshell,haagle jeelow dingep pakrid fisslin goorshell,isolated-left,"['haagle.wav', 'jeelow.wav', 'dingep.wav', 'pakrid.wav', 'fisslin.wav', 'goorshell.wav']","['Picture10.png', 'Picture9.png', 'Picture1.png']"
17,rakken,chelad,bimdah,jeelow,goorshell,pakrid,rakken jeelow chelad goorshell bimdah pakrid,isolated-left,"['rakken.wav', 'jeelow.wav', 'chelad.wav', 'goorshell.wav', 'bimdah.wav', 'pakrid.wav']","['Picture5.png', 'Picture6.png', 'Picture2.png']"
18,rakken,limeber,fisslin,jeelow,pakrid,goorshell,rakken jeelow limeber pakrid fisslin goorshell,isolated-left,"['rakken.wav', 'jeelow.wav', 'limeber.wav', 'pakrid.wav', 'fisslin.wav', 'goorshell.wav']","['Picture5.png', 'Picture3.png', 'Picture1.png']"
19,limeber,barget,makkot,jeelow,pakrid,goorshell,limeber jeelow barget pakrid makkot goorshell,isolated-left,"['limeber.wav', 'jeelow.wav', 'barget.wav', 'pakrid.wav', 'makkot.wav', 'goorshell.wav']","['Picture3.png', 'Picture8.png', 'Picture7.png']"
20,bimdah,rakken,chelad,jeelow,goorshell,pakrid,bimdah jeelow rakken goorshell chelad pakrid,isolated-left,"['bimdah.wav', 'jeelow.wav', 'rakken.wav', 'goorshell.wav', 'chelad.wav', 'pakrid.wav']","['Picture2.png', 'Picture5.png', 'Picture6.png']"
1,limeber,nellby,bimdah,jeelow,goorshell,pakrid,limeber jeelow nellby goorshell bimdah pakrid,isolated-center,"['limeber.wav', 'jeelow.wav', 'nellby.wav', 'goorshell.wav', 'bimdah.wav', 'pakrid.wav']","['Picture3.png', 'Picture4.png', 'Picture2.png']"
2,bimdah,barget,haagle,pakrid,goorshell,jeelow,bimdah pakrid barget goorshell haagle jeelow,isolated-center,"['bimdah.wav', 'pakrid.wav', 'barget.wav', 'goorshell.wav', 'haagle.wav', 'jeelow.wav']","['Picture2.png', 'Picture8.png', 'Picture10.png']"
3,rakken,limeber,bimdah,jeelow,goorshell,pakrid,rakken jeelow limeber goorshell bimdah pakrid,isolated-center,"['rakken.wav', 'jeelow.wav', 'limeber.wav', 'goorshell.wav', 'bimdah.wav', 'pakrid.wav']","['Picture5.png', 'Picture3.png', 'Picture2.png']"
4,dingep,nellby,bimdah,pakrid,goorshell,jeelow,dingep pakrid nellby goorshell bimdah jeelow,isolated-center,"['dingep.wav', 'pakrid.wav', 'nellby.wav', 'goorshell.wav', 'bimdah.wav', 'jeelow.wav']","['Picture9.png', 'Picture4.png', 'Picture2.png']"
5,barget,fisslin,rakken,pakrid,goorshell,jeelow,barget pakrid fisslin goorshell rakken jeelow,isolated-center,"['barget.wav', 'pakrid.wav', 'fisslin.wav', 'goorshell.wav', 'rakken.wav', 'jeelow.wav']","['Picture8.png', 'Picture1.png', 'Picture5.png']"
6,chelad,bimdah,rakken,jeelow,goorshell,pakrid,chelad jeelow bimdah goorshell rakken pakrid,isolated-center,"['chelad.wav', 'jeelow.wav', 'bimdah.wav', 'goorshell.wav', 'rakken.wav', 'pakrid.wav']","['Picture6.png', 'Picture2.png', 'Picture5.png']"
7,nellby,dingep,chelad,pakrid,goorshell,jeelow,nellby pakrid dingep goorshell chelad jeelow,isolated-center,"['nellby.wav', 'pakrid.wav', 'dingep.wav', 'goorshell.wav', 'chelad.wav', 'jeelow.wav']","['Picture4.png', 'Picture9.png', 'Picture6.png']"
8,dingep,bimdah,rakken,jeelow,goorshell,pakrid,dingep jeelow bimdah goorshell rakken pakrid,isolated-center,"['dingep.wav', 'jeelow.wav', 'bimdah.wav', 'goorshell.wav', 'rakken.wav', 'pakrid.wav']","['Picture9.png', 'Picture2.png', 'Picture5.png']"
9,fisslin,chelad,dingep,pakrid,goorshell,jeelow,fisslin pakrid chelad goorshell dingep jeelow,isolated-center,"['fisslin.wav', 'pakrid.wav', 'chelad.wav', 'goorshell.wav', 'dingep.wav', 'jeelow.wav']","['Picture1.png', 'Picture6.png', 'Picture9.png']"
10,haagle,barget,bimdah,pakrid,goorshell,jeelow,haagle pakrid barget goorshell bimdah jeelow,isolated-center,"['haagle.wav', 'pakrid.wav', 'barget.wav', 'goorshell.wav', 'bimdah.wav', 'jeelow.wav']","['Picture10.png', 'Picture8.png', 'Picture2.png']"
11,makkot,bimdah,dingep,pakrid,goorshell,jeelow,makkot pakrid bimdah goorshell dingep jeelow,isolated-center,"['makkot.wav', 'pakrid.wav', 'bimdah.wav', 'goorshell.wav', 'dingep.wav', 'jeelow.wav']","['Picture7.png', 'Picture2.png', 'Picture9.png']"
12,limeber,fisslin,nellby,jeelow,goorshell,pakrid,limeber jeelow fisslin goorshell nellby pakrid,isolated-center,"['limeber.wav', 'jeelow.wav', 'fisslin.wav', 'goorshell.wav', 'nellby.wav', 'pakrid.wav']","['Picture3.png', 'Picture1.png', 'Picture4.png']"
13,fisslin,barget,chelad,jeelow,goorshell,pakrid,fisslin jeelow barget goorshell chelad pakrid,isolated-center,"['fisslin.wav', 'jeelow.wav', 'barget.wav', 'goorshell.wav', 'chelad.wav', 'pakrid.wav']","['Picture1.png', 'Picture8.png', 'Picture6.png']"
14,rakken,nellby,fisslin,jeelow,goorshell,pakrid,rakken jeelow nellby goorshell fisslin pakrid,isolated-center,"['rakken.wav', 'jeelow.wav', 'nellby.wav', 'goorshell.wav', 'fisslin.wav', 'pakrid.wav']","['Picture5.png', 'Picture4.png', 'Picture1.png']"
15,rakken,limeber,dingep,pakrid,goorshell,jeelow,rakken pakrid limeber goorshell dingep jeelow,isolated-center,"['rakken.wav', 'pakrid.wav', 'limeber.wav', 'goorshell.wav', 'dingep.wav', 'jeelow.wav']","['Picture5.png', 'Picture3.png', 'Picture9.png']"
16,haagle,dingep,fisslin,jeelow,goorshell,pakrid,haagle jeelow dingep goorshell fisslin pakrid,isolated-center,"['haagle.wav', 'jeelow.wav', 'dingep.wav', 'goorshell.wav', 'fisslin.wav', 'pakrid.wav']","['Picture10.png', 'Picture9.png', 'Picture1.png']"
17,rakken,chelad,bimdah,pakrid,goorshell,jeelow,rakken pakrid chelad goorshell bimdah jeelow,isolated-center,"['rakken.wav', 'pakrid.wav', 'chelad.wav', 'goorshell.wav', 'bimdah.wav', 'jeelow.wav']","['Picture5.png', 'Picture6.png', 'Picture2.png']"
18,rakken,limeber,fisslin,pakrid,goorshell,jeelow,rakken pakrid limeber goorshell fisslin jeelow,isolated-center,"['rakken.wav', 'pakrid.wav', 'limeber.wav', 'goorshell.wav', 'fisslin.wav', 'jeelow.wav']","['Picture5.png', 'Picture3.png', 'Picture1.png']"
19,limeber,barget,makkot,jeelow,goorshell,pakrid,limeber jeelow barget goorshell makkot pakrid,isolated-center,"['limeber.wav', 'jeelow.wav', 'barget.wav', 'goorshell.wav', 'makkot.wav', 'pakrid.wav']","['Picture3.png', 'Picture8.png', 'Picture7.png']"
20,bimdah,rakken,chelad,jeelow,goorshell,pakrid,bimdah jeelow rakken goorshell chelad pakrid,isolated-center,"['bimdah.wav', 'jeelow.wav', 'rakken.wav', 'goorshell.wav', 'chelad.wav', 'pakrid.wav']","['Picture2.png', 'Picture5.png', 'Picture6.png']"
1,limeber,nellby,bimdah,jeelow,goorshell,pakrid,limeber jeelow nellby goorshell bimdah pakrid,isolated-right,"['limeber.wav', 'jeelow.wav', 'nellby.wav', 'goorshell.wav', 'bimdah.wav', 'pakrid.wav']","['Picture3.png', 'Picture4.png', 'Picture2.png']"
2,bimdah,barget,haagle,goorshell,jeelow,pakrid,bimdah goorshell barget jeelow haagle pakrid,isolated-right,"['bimdah.wav', 'goorshell.wav', 'barget.wav', 'jeelow.wav', 'haagle.wav', 'pakrid.wav']","['Picture2.png', 'Picture8.png', 'Picture10.png']"
3,rakken,limeber,bimdah,jeelow,goorshell,pakrid,rakken jeelow limeber goorshell bimdah pakrid,isolated-right,"['rakken.wav', 'jeelow.wav', 'limeber.wav', 'goorshell.wav', 'bimdah.wav', 'pakrid.wav']","['Picture5.png', 'Picture3.png', 'Picture2.png']"
4,dingep,nellby,bimdah,jeelow,goorshell,pakrid,dingep jeelow nellby goorshell bimdah pakrid,isolated-right,"['dingep.wav', 'jeelow.wav', 'nellby.wav', 'goorshell.wav', 'bimdah.wav', 'pakrid.wav']","['Picture9.png', 'Picture4.png', 'Picture2.png']"
5,barget,fisslin,rakken,goorshell,jeelow,pakrid,barget goorshell fisslin jeelow rakken pakrid,isolated-right,"['barget.wav', 'goorshell.wav', 'fisslin.wav', 'jeelow.wav', 'rakken.wav', 'pakrid.wav']","['Picture8.png', 'Picture1.png', 'Picture5.png']"
6,chelad,bimdah,rakken,jeelow,goorshell,pakrid,chelad jeelow bimdah goorshell rakken pakrid,isolated-right,"['chelad.wav', 'jeelow.wav', 'bimdah.wav', 'goorshell.wav', 'rakken.wav', 'pakrid.wav']","['Picture6.png', 'Picture2.png', 'Picture5.png']"
7,nellby,dingep,chelad,goorshell,jeelow,pakrid,nellby goorshell dingep jeelow chelad pakrid,isolated-right,"['nellby.wav', 'goorshell.wav', 'dingep.wav', 'jeelow.wav', 'chelad.wav', 'pakrid.wav']","['Picture4.png', 'Picture9.png', 'Picture6.png']"
8,dingep,bimdah,rakken,goorshell,jeelow,pakrid,dingep goorshell bimdah jeelow rakken pakrid,isolated-right,"['dingep.wav', 'goorshell.wav', 'bimdah.wav', 'jeelow.wav', 'rakken.wav', 'pakrid.wav']","['Picture9.png', 'Picture2.png', 'Picture5.png']"
9,fisslin,chelad,dingep,goorshell,jeelow,pakrid,fisslin goorshell chelad jeelow dingep pakrid,isolated-right,"['fisslin.wav', 'goorshell.wav', 'chelad.wav', 'jeelow.wav', 'dingep.wav', 'pakrid.wav']","['Picture1.png', 'Picture6.png', 'Picture9.png']"
10,haagle,barget,bimdah,goorshell,jeelow,pakrid,haagle goorshell barget jeelow bimdah pakrid,isolated-right,"['haagle.wav', 'goorshell.wav', 'barget.wav', 'jeelow.wav', 'bimdah.wav', 'pakrid.wav']","['Picture10.png', 'Picture8.png', 'Picture2.png']"
11,makkot,bimdah,dingep,goorshell,jeelow,pakrid,makkot goorshell bimdah jeelow dingep pakrid,isolated-right,"['makkot.wav', 'goorshell.wav', 'bimdah.wav', 'jeelow.wav', 'dingep.wav', 'pakrid.wav']","['Picture7.png', 'Picture2.png', 'Picture9.png']"
12,limeber,fisslin,nellby,jeelow,goorshell,pakrid,limeber jeelow fisslin goorshell nellby pakrid,isolated-right,"['limeber.wav', 'jeelow.wav', 'fisslin.wav', 'goorshell.wav', 'nellby.wav', 'pakrid.wav']","['Picture3.png', 'Picture1.png', 'Picture4.png']"
13,fisslin,barget,chelad,jeelow,goorshell,pakrid,fisslin jeelow barget goorshell chelad pakrid,isolated-right,"['fisslin.wav', 'jeelow.wav', 'barget.wav', 'goorshell.wav', 'chelad.wav', 'pakrid.wav']","['Picture1.png', 'Picture8.png', 'Picture6.png']"
14,rakken,nellby,fisslin,goorshell,jeelow,pakrid,rakken goorshell nellby jeelow fisslin pakrid,isolated-right,"['rakken.wav', 'goorshell.wav', 'nellby.wav', 'jeelow.wav', 'fisslin.wav', 'pakrid.wav']","['Picture5.png', 'Picture4.png', 'Picture1.png']"
15,rakken,limeber,dingep,goorshell,jeelow,pakrid,rakken goorshell limeber jeelow dingep pakrid,isolated-right,"['rakken.wav', 'goorshell.wav', 'limeber.wav', 'jeelow.wav', 'dingep.wav', 'pakrid.wav']","['Picture5.png', 'Picture3.png', 'Picture9.png']"
16,haagle,dingep,fisslin,jeelow,goorshell,pakrid,haagle jeelow dingep goorshell fisslin pakrid,isolated-right,"['haagle.wav', 'jeelow.wav', 'dingep.wav', 'goorshell.wav', 'fisslin.wav', 'pakrid.wav']","['Picture10.png', 'Picture9.png', 'Picture1.png']"
17,rakken,chelad,bimdah,jeelow,goorshell,pakrid,rakken jeelow chelad goorshell bimdah pakrid,isolated-right,"['rakken.wav', 'jeelow.wav', 'chelad.wav', 'goorshell.wav', 'bimdah.wav', 'pakrid.wav']","['Picture5.png', 'Picture6.png', 'Picture2.png']"
18,rakken,limeber,fisslin,jeelow,goorshell,pakrid,rakken jeelow limeber goorshell fisslin pakrid,isolated-right,"['rakken.wav', 'jeelow.wav', 'limeber.wav', 'goorshell.wav', 'fisslin.wav', 'pakrid.wav']","['Picture5.png', 'Picture3.png', 'Picture1.png']"
19,limeber,barget,makkot,goorshell,jeelow,pakrid,limeber goorshell barget jeelow makkot pakrid,isolated-right,"['limeber.wav', 'goorshell.wav', 'barget.wav', 'jeelow.wav', 'makkot.wav', 'pakrid.wav']","['Picture3.png', 'Picture8.png', 'Picture7.png']"
20,bimdah,rakken,chelad,jeelow,goorshell,pakrid,bimdah jeelow rakken goorshell chelad pakrid,isolated-right,"['bimdah.wav', 'jeelow.wav', 'rakken.wav', 'goorshell.wav', 'chelad.wav', 'pakrid.wav']","['Picture2.png', 'Picture5.png', 'Picture6.png']"
