trial,item1,item2,item3,casemarker1,casemarker2,casemarker3,final,condition,audio_sequence,image_sequence
11,bimdah,haagle,goorshell,chelad,limeber,jeelow,bimdah chelad haagle limeber goorshell jeelow,correlated,"['bimdah.wav', 'chelad.wav', 'haagle.wav', 'limeber.wav', 'goorshell.wav', 'jeelow.wav']","['Picture10.png', 'Picture1.png', 'Picture5.png']"
12,barget,fisslin,haagle,chelad,limeber,jeelow,barget chelad fisslin limeber haagle jeelow,correlated,"['barget.wav', 'chelad.wav', 'fisslin.wav', 'limeber.wav', 'haagle.wav', 'jeelow.wav']","['Picture8.png', 'Picture9.png', 'Picture1.png']"
13,sumbark,fisslin,makkot,chelad,limeber,jeelow,sumbark chelad fisslin limeber makkot jeelow,correlated,"['sumbark.wav', 'chelad.wav', 'fisslin.wav', 'limeber.wav', 'makkot.wav', 'jeelow.wav']","['Picture7.png', 'Picture9.png', 'Picture4.png']"
14,fisslin,haagle,bimdah,chelad,limeber,jeelow,fisslin chelad haagle limeber bimdah jeelow,correlated,"['fisslin.wav', 'chelad.wav', 'haagle.wav', 'limeber.wav', 'bimdah.wav', 'jeelow.wav']","['Picture9.png', 'Picture1.png', 'Picture10.png']"
15,makkot,rakken,haagle,chelad,limeber,jeelow,makkot chelad rakken limeber haagle jeelow,correlated,"['makkot.wav', 'chelad.wav', 'rakken.wav', 'limeber.wav', 'haagle.wav', 'jeelow.wav']","['Picture4.png', 'Picture2.png', 'Picture1.png']"
16,pakrid,haagle,bimdah,chelad,limeber,jeelow,pakrid chelad haagle limeber bimdah jeelow,correlated,"['pakrid.wav', 'chelad.wav', 'haagle.wav', 'limeber.wav', 'bimdah.wav', 'jeelow.wav']","['Picture3.png', 'Picture1.png', 'Picture10.png']"
17,barget,goorshell,makkot,chelad,limeber,jeelow,barget chelad goorshell limeber makkot jeelow,correlated,"['barget.wav', 'chelad.wav', 'goorshell.wav', 'limeber.wav', 'makkot.wav', 'jeelow.wav']","['Picture8.png', 'Picture5.png', 'Picture4.png']"
18,barget,fisslin,makkot,chelad,limeber,jeelow,barget chelad fisslin limeber makkot jeelow,correlated,"['barget.wav', 'chelad.wav', 'fisslin.wav', 'limeber.wav', 'makkot.wav', 'jeelow.wav']","['Picture8.png', 'Picture9.png', 'Picture4.png']"
19,rakken,pakrid,haagle,chelad,limeber,jeelow,rakken chelad pakrid limeber haagle jeelow,correlated,"['rakken.wav', 'chelad.wav', 'pakrid.wav', 'limeber.wav', 'haagle.wav', 'jeelow.wav']","['Picture2.png', 'Picture3.png', 'Picture1.png']"
20,sumbark,haagle,rakken,chelad,limeber,jeelow,sumbark chelad haagle limeber rakken jeelow,correlated,"['sumbark.wav', 'chelad.wav', 'haagle.wav', 'limeber.wav', 'rakken.wav', 'jeelow.wav']","['Picture7.png', 'Picture1.png', 'Picture2.png']"
1,rakken,dingep,pakrid,chelad,jeelow,limeber,rakken chelad dingep jeelow pakrid limeber,isolated-left,"['rakken.wav', 'chelad.wav', 'dingep.wav', 'jeelow.wav', 'pakrid.wav', 'limeber.wav']","['Picture2.png', 'Picture6.png', 'Picture3.png']"
2,rakken,makkot,pakrid,chelad,limeber,jeelow,rakken chelad makkot limeber pakrid jeelow,isolated-left,"['rakken.wav', 'chelad.wav', 'makkot.wav', 'limeber.wav', 'pakrid.wav', 'jeelow.wav']","['Picture2.png', 'Picture4.png', 'Picture3.png']"
3,barget,dingep,sumbark,chelad,limeber,jeelow,barget chelad dingep limeber sumbark jeelow,isolated-left,"['barget.wav', 'chelad.wav', 'dingep.wav', 'limeber.wav', 'sumbark.wav', 'jeelow.wav']","['Picture8.png', 'Picture6.png', 'Picture7.png']"
4,bimdah,haagle,pakrid,chelad,limeber,jeelow,bimdah chelad haagle limeber pakrid jeelow,isolated-left,"['bimdah.wav', 'chelad.wav', 'haagle.wav', 'limeber.wav', 'pakrid.wav', 'jeelow.wav']","['Picture10.png', 'Picture1.png', 'Picture3.png']"
5,fisslin,goorshell,haagle,chelad,limeber,jeelow,fisslin chelad goorshell limeber haagle jeelow,isolated-left,"['fisslin.wav', 'chelad.wav', 'goorshell.wav', 'limeber.wav', 'haagle.wav', 'jeelow.wav']","['Picture9.png', 'Picture5.png', 'Picture1.png']"
6,rakken,makkot,fisslin,chelad,limeber,jeelow,rakken chelad makkot limeber fisslin jeelow,isolated-left,"['rakken.wav', 'chelad.wav', 'makkot.wav', 'limeber.wav', 'fisslin.wav', 'jeelow.wav']","['Picture2.png', 'Picture4.png', 'Picture9.png']"
7,dingep,goorshell,sumbark,chelad,jeelow,limeber,dingep chelad goorshell jeelow sumbark limeber,isolated-left,"['dingep.wav', 'chelad.wav', 'goorshell.wav', 'jeelow.wav', 'sumbark.wav', 'limeber.wav']","['Picture6.png', 'Picture5.png', 'Picture7.png']"
8,rakken,dingep,sumbark,chelad,limeber,jeelow,rakken chelad dingep limeber sumbark jeelow,isolated-left,"['rakken.wav', 'chelad.wav', 'dingep.wav', 'limeber.wav', 'sumbark.wav', 'jeelow.wav']","['Picture2.png', 'Picture6.png', 'Picture7.png']"
9,goorshell,makkot,sumbark,chelad,jeelow,limeber,goorshell chelad makkot jeelow sumbark limeber,isolated-left,"['goorshell.wav', 'chelad.wav', 'makkot.wav', 'jeelow.wav', 'sumbark.wav', 'limeber.wav']","['Picture5.png', 'Picture4.png', 'Picture7.png']"
10,haagle,pakrid,rakken,chelad,limeber,jeelow,haagle chelad pakrid limeber rakken jeelow,isolated-left,"['haagle.wav', 'chelad.wav', 'pakrid.wav', 'limeber.wav', 'rakken.wav', 'jeelow.wav']","['Picture1.png', 'Picture3.png', 'Picture2.png']"
11,bimdah,haagle,goorshell,chelad,jeelow,limeber,bimdah chelad haagle jeelow goorshell limeber,isolated-left,"['bimdah.wav', 'chelad.wav', 'haagle.wav', 'jeelow.wav', 'goorshell.wav', 'limeber.wav']","['Picture10.png', 'Picture1.png', 'Picture5.png']"
12,barget,fisslin,haagle,chelad,limeber,jeelow,barget chelad fisslin limeber haagle jeelow,isolated-left,"['barget.wav', 'chelad.wav', 'fisslin.wav', 'limeber.wav', 'haagle.wav', 'jeelow.wav']","['Picture8.png', 'Picture9.png', 'Picture1.png']"
13,sumbark,fisslin,makkot,chelad,jeelow,limeber,sumbark chelad fisslin jeelow makkot limeber,isolated-left,"['sumbark.wav', 'chelad.wav', 'fisslin.wav', 'jeelow.wav', 'makkot.wav', 'limeber.wav']","['Picture7.png', 'Picture9.png', 'Picture4.png']"
14,fisslin,haagle,bimdah,chelad,limeber,jeelow,fisslin chelad haagle limeber bimdah jeelow,isolated-left,"['fisslin.wav', 'chelad.wav', 'haagle.wav', 'limeber.wav', 'bimdah.wav', 'jeelow.wav']","['Picture9.png', 'Picture1.png', 'Picture10.png']"
15,makkot,rakken,haagle,chelad,limeber,jeelow,makkot chelad rakken limeber haagle jeelow,isolated-left,"['makkot.wav', 'chelad.wav', 'rakken.wav', 'limeber.wav', 'haagle.wav', 'jeelow.wav']","['Picture4.png', 'Picture2.png', 'Picture1.png']"
16,pakrid,haagle,bimdah,chelad,jeelow,limeber,pakrid chelad haagle jeelow bimdah limeber,isolated-left,"['pakrid.wav', 'chelad.wav', 'haagle.wav', 'jeelow.wav', 'bimdah.wav', 'limeber.wav']","['Picture3.png', 'Picture1.png', 'Picture10.png']"
17,barget,goorshell,makkot,chelad,jeelow,limeber,barget chelad goorshell jeelow makkot limeber,isolated-left,"['barget.wav', 'chelad.wav', 'goorshell.wav', 'jeelow.wav', 'makkot.wav', 'limeber.wav']","['Picture8.png', 'Picture5.png', 'Picture4.png']"
18,barget,fisslin,makkot,chelad,jeelow,limeber,barget chelad fisslin jeelow makkot limeber,isolated-left,"['barget.wav', 'chelad.wav', 'fisslin.wav', 'jeelow.wav', 'makkot.wav', 'limeber.wav']","['Picture8.png', 'Picture9.png', 'Picture4.png']"
19,rakken,pakrid,haagle,chelad,jeelow,limeber,rakken chelad pakrid jeelow haagle limeber,isolated-left,"['rakken.wav', 'chelad.wav', 'pakrid.wav', 'jeelow.wav', 'haagle.wav', 'limeber.wav']","['Picture2.png', 'Picture3.png', 'Picture1.png']"
20,sumbark,haagle,rakken,chelad,jeelow,limeber,sumbark chelad haagle jeelow rakken limeber,isolated-left,"['sumbark.wav', 'chelad.wav', 'haagle.wav', 'jeelow.wav', 'rakken.wav', 'limeber.wav']","['Picture7.png', 'Picture1.png', 'Picture2.png']"
1,rakken,dingep,pakrid,jeelow,limeber,chelad,rakken jeelow dingep limeber pakrid chelad,isolated-center,"['rakken.wav', 'jeelow.wav', 'dingep.wav', 'limeber.wav', 'pakrid.wav', 'chelad.wav']","['Picture2.png', 'Picture6.png', 'Picture3.png']"
2,rakken,makkot,pakrid,chelad,limeber,jeelow,rakken chelad makkot limeber pakrid jeelow,isolated-center,"['rakken.wav', 'chelad.wav', 'makkot.wav', 'limeber.wav', 'pakrid.wav', 'jeelow.wav']","['Picture2.png', 'Picture4.png', 'Picture3.png']"
3,barget,dingep,sumbark,jeelow,limeber,chelad,barget jeelow dingep limeber sumbark chelad,isolated-center,"['barget.wav', 'jeelow.wav', 'dingep.wav', 'limeber.wav', 'sumbark.wav', 'chelad.wav']","['Picture8.png', 'Picture6.png', 'Picture7.png']"
4,bimdah,haagle,pakrid,chelad,limeber,jeelow,bimdah chelad haagle limeber pakrid jeelow,isolated-center,"['bimdah.wav', 'chelad.wav', 'haagle.wav', 'limeber.wav', 'pakrid.wav', 'jeelow.wav']","['Picture10.png', 'Picture1.png', 'Picture3.png']"
5,fisslin,goorshell,haagle,chelad,limeber,jeelow,fisslin chelad goorshell limeber haagle jeelow,isolated-center,"['fisslin.wav', 'chelad.wav', 'goorshell.wav', 'limeber.wav', 'haagle.wav', 'jeelow.wav']","['Picture9.png', 'Picture5.png', 'Picture1.png']"
6,rakken,makkot,fisslin,jeelow,limeber,chelad,rakken jeelow makkot limeber fisslin chelad,isolated-center,"['rakken.wav', 'jeelow.wav', 'makkot.wav', 'limeber.wav', 'fisslin.wav', 'chelad.wav']","['Picture2.png', 'Picture4.png', 'Picture9.png']"
7,dingep,goorshell,sumbark,chelad,limeber,jeelow,dingep chelad goorshell limeber sumbark jeelow,isolated-center,"['dingep.wav', 'chelad.wav', 'goorshell.wav', 'limeber.wav', 'sumbark.wav', 'jeelow.wav']","['Picture6.png', 'Picture5.png', 'Picture7.png']"
8,rakken,dingep,sumbark,chelad,limeber,jeelow,rakken chelad dingep limeber sumbark jeelow,isolated-center,"['rakken.wav', 'chelad.wav', 'dingep.wav', 'limeber.wav', 'sumbark.wav', 'jeelow.wav']","['Picture2.png', 'Picture6.png', 'Picture7.png']"
9,goorshell,makkot,sumbark,jeelow,limeber,chelad,goorshell jeelow makkot limeber sumbark chelad,isolated-center,"['goorshell.wav', 'jeelow.wav', 'makkot.wav', 'limeber.wav', 'sumbark.wav', 'chelad.wav']","['Picture5.png', 'Picture4.png', 'Picture7.png']"
10,haagle,pakrid,rakken,chelad,limeber,jeelow,haagle chelad pakrid limeber rakken jeelow,isolated-center,"['haagle.wav', 'chelad.wav', 'pakrid.wav', 'limeber.wav', 'rakken.wav', 'jeelow.wav']","['Picture1.png', 'Picture3.png', 'Picture2.png']"
11,bimdah,haagle,goorshell,jeelow,limeber,chelad,bimdah jeelow haagle limeber goorshell chelad,isolated-center,"['bimdah.wav', 'jeelow.wav', 'haagle.wav', 'limeber.wav', 'goorshell.wav', 'chelad.wav']","['Picture10.png', 'Picture1.png', 'Picture5.png']"
12,barget,fisslin,haagle,chelad,limeber,jeelow,barget chelad fisslin limeber haagle jeelow,isolated-center,"['barget.wav', 'chelad.wav', 'fisslin.wav', 'limeber.wav', 'haagle.wav', 'jeelow.wav']","['Picture8.png', 'Picture9.png', 'Picture1.png']"
13,sumbark,fisslin,makkot,chelad,limeber,jeelow,sumbark chelad fisslin limeber makkot jeelow,isolated-center,"['sumbark.wav', 'chelad.wav', 'fisslin.wav', 'limeber.wav', 'makkot.wav', 'jeelow.wav']","['Picture7.png', 'Picture9.png', 'Picture4.png']"
14,fisslin,haagle,bimdah,jeelow,limeber,chelad,fisslin jeelow haagle limeber bimdah chelad,isolated-center,"['fisslin.wav', 'jeelow.wav', 'haagle.wav', 'limeber.wav', 'bimdah.wav', 'chelad.wav']","['Picture9.png', 'Picture1.png', 'Picture10.png']"
15,makkot,rakken,haagle,chelad,limeber,jeelow,makkot chelad rakken limeber haagle jeelow,isolated-center,"['makkot.wav', 'chelad.wav', 'rakken.wav', 'limeber.wav', 'haagle.wav', 'jeelow.wav']","['Picture4.png', 'Picture2.png', 'Picture1.png']"
16,pakrid,haagle,bimdah,jeelow,limeber,chelad,pakrid jeelow haagle limeber bimdah chelad,isolated-center,"['pakrid.wav', 'jeelow.wav', 'haagle.wav', 'limeber.wav', 'bimdah.wav', 'chelad.wav']","['Picture3.png', 'Picture1.png', 'Picture10.png']"
17,barget,goorshell,makkot,jeelow,limeber,chelad,barget jeelow goorshell limeber makkot chelad,isolated-center,"['barget.wav', 'jeelow.wav', 'goorshell.wav', 'limeber.wav', 'makkot.wav', 'chelad.wav']","['Picture8.png', 'Picture5.png', 'Picture4.png']"
18,barget,fisslin,makkot,jeelow,limeber,chelad,barget jeelow fisslin limeber makkot chelad,isolated-center,"['barget.wav', 'jeelow.wav', 'fisslin.wav', 'limeber.wav', 'makkot.wav', 'chelad.wav']","['Picture8.png', 'Picture9.png', 'Picture4.png']"
19,rakken,pakrid,haagle,chelad,limeber,jeelow,rakken chelad pakrid limeber haagle jeelow,isolated-center,"['rakken.wav', 'chelad.wav', 'pakrid.wav', 'limeber.wav', 'haagle.wav', 'jeelow.wav']","['Picture2.png', 'Picture3.png', 'Picture1.png']"
20,sumbark,haagle,rakken,jeelow,limeber,chelad,sumbark jeelow haagle limeber rakken chelad,isolated-center,"['sumbark.wav', 'jeelow.wav', 'haagle.wav', 'limeber.wav', 'rakken.wav', 'chelad.wav']","['Picture7.png', 'Picture1.png', 'Picture2.png']"
1,rakken,dingep,pakrid,chelad,limeber,jeelow,rakken chelad dingep limeber pakrid jeelow,isolated-right,"['rakken.wav', 'chelad.wav', 'dingep.wav', 'limeber.wav', 'pakrid.wav', 'jeelow.wav']","['Picture2.png', 'Picture6.png', 'Picture3.png']"
2,rakken,makkot,pakrid,limeber,chelad,jeelow,rakken limeber makkot chelad pakrid jeelow,isolated-right,"['rakken.wav', 'limeber.wav', 'makkot.wav', 'chelad.wav', 'pakrid.wav', 'jeelow.wav']","['Picture2.png', 'Picture4.png', 'Picture3.png']"
3,barget,dingep,sumbark,limeber,chelad,jeelow,barget limeber dingep chelad sumbark jeelow,isolated-right,"['barget.wav', 'limeber.wav', 'dingep.wav', 'chelad.wav', 'sumbark.wav', 'jeelow.wav']","['Picture8.png', 'Picture6.png', 'Picture7.png']"
4,bimdah,haagle,pakrid,chelad,limeber,jeelow,bimdah chelad haagle limeber pakrid jeelow,isolated-right,"['bimdah.wav', 'chelad.wav', 'haagle.wav', 'limeber.wav', 'pakrid.wav', 'jeelow.wav']","['Picture10.png', 'Picture1.png', 'Picture3.png']"
5,fisslin,goorshell,haagle,chelad,limeber,jeelow,fisslin chelad goorshell limeber haagle jeelow,isolated-right,"['fisslin.wav', 'chelad.wav', 'goorshell.wav', 'limeber.wav', 'haagle.wav', 'jeelow.wav']","['Picture9.png', 'Picture5.png', 'Picture1.png']"
6,rakken,makkot,fisslin,limeber,chelad,jeelow,rakken limeber makkot chelad fisslin jeelow,isolated-right,"['rakken.wav', 'limeber.wav', 'makkot.wav', 'chelad.wav', 'fisslin.wav', 'jeelow.wav']","['Picture2.png', 'Picture4.png', 'Picture9.png']"
7,dingep,goorshell,sumbark,limeber,chelad,jeelow,dingep limeber goorshell chelad sumbark jeelow,isolated-right,"['dingep.wav', 'limeber.wav', 'goorshell.wav', 'chelad.wav', 'sumbark.wav', 'jeelow.wav']","['Picture6.png', 'Picture5.png', 'Picture7.png']"
8,rakken,dingep,sumbark,limeber,chelad,jeelow,rakken limeber dingep chelad sumbark jeelow,isolated-right,"['rakken.wav', 'limeber.wav', 'dingep.wav', 'chelad.wav', 'sumbark.wav', 'jeelow.wav']","['Picture2.png', 'Picture6.png', 'Picture7.png']"
9,goorshell,makkot,sumbark,limeber,chelad,jeelow,goorshell limeber makkot chelad sumbark jeelow,isolated-right,"['goorshell.wav', 'limeber.wav', 'makkot.wav', 'chelad.wav', 'sumbark.wav', 'jeelow.wav']","['Picture5.png', 'Picture4.png', 'Picture7.png']"
10,haagle,pakrid,rakken,chelad,limeber,jeelow,haagle chelad pakrid limeber rakken jeelow,isolated-right,"['haagle.wav', 'chelad.wav', 'pakrid.wav', 'limeber.wav', 'rakken.wav', 'jeelow.wav']","['Picture1.png', 'Picture3.png', 'Picture2.png']"
11,bimdah,haagle,goorshell,limeber,chelad,jeelow,bimdah limeber haagle chelad goorshell jeelow,isolated-right,"['bimdah.wav', 'limeber.wav', 'haagle.wav', 'chelad.wav', 'goorshell.wav', 'jeelow.wav']","['Picture10.png', 'Picture1.png', 'Picture5.png']"
12,barget,fisslin,haagle,chelad,limeber,jeelow,barget chelad fisslin limeber haagle jeelow,isolated-right,"['barget.wav', 'chelad.wav', 'fisslin.wav', 'limeber.wav', 'haagle.wav', 'jeelow.wav']","['Picture8.png', 'Picture9.png', 'Picture1.png']"
13,sumbark,fisslin,makkot,chelad,limeber,jeelow,sumbark chelad fisslin limeber makkot jeelow,isolated-right,"['sumbark.wav', 'chelad.wav', 'fisslin.wav', 'limeber.wav', 'makkot.wav', 'jeelow.wav']","['Picture7.png', 'Picture9.png', 'Picture4.png']"
14,fisslin,haagle,bimdah,chelad,limeber,jeelow,fisslin chelad haagle limeber bimdah jeelow,isolated-right,"['fisslin.wav', 'chelad.wav', 'haagle.wav', 'limeber.wav', 'bimdah.wav', 'jeelow.wav']","['Picture9.png', 'Picture1.png', 'Picture10.png']"
15,makkot,rakken,haagle,chelad,limeber,jeelow,makkot chelad rakken limeber haagle jeelow,isolated-right,"['makkot.wav', 'chelad.wav', 'rakken.wav', 'limeber.wav', 'haagle.wav', 'jeelow.wav']","['Picture4.png', 'Picture2.png', 'Picture1.png']"
16,pakrid,haagle,bimdah,limeber,chelad,jeelow,pakrid limeber haagle chelad bimdah jeelow,isolated-right,"['pakrid.wav', 'limeber.wav', 'haagle.wav', 'chelad.wav', 'bimdah.wav', 'jeelow.wav']","['Picture3.png', 'Picture1.png', 'Picture10.png']"
17,barget,goorshell,makkot,limeber,chelad,jeelow,barget limeber goorshell chelad makkot jeelow,isolated-right,"['barget.wav', 'limeber.wav', 'goorshell.wav', 'chelad.wav', 'makkot.wav', 'jeelow.wav']","['Picture8.png', 'Picture5.png', 'Picture4.png']"
18,barget,fisslin,makkot,limeber,chelad,jeelow,barget limeber fisslin chelad makkot jeelow,isolated-right,"['barget.wav', 'limeber.wav', 'fisslin.wav', 'chelad.wav', 'makkot.wav', 'jeelow.wav']","['Picture8.png', 'Picture9.png', 'Picture4.png']"
19,rakken,pakrid,haagle,chelad,limeber,jeelow,rakken chelad pakrid limeber haagle jeelow,isolated-right,"['rakken.wav', 'chelad.wav', 'pakrid.wav', 'limeber.wav', 'haagle.wav', 'jeelow.wav']","['Picture2.png', 'Picture3.png', 'Picture1.png']"
20,sumbark,haagle,rakken,chelad,limeber,jeelow,sumbark chelad haagle limeber rakken jeelow,isolated-right,"['sumbark.wav', 'chelad.wav', 'haagle.wav', 'limeber.wav', 'rakken.wav', 'jeelow.wav']","['Picture7.png', 'Picture1.png', 'Picture2.png']"
